Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
spoon river college,23235 North County 22 Canton IL 61520-8622,(40.52739 -90.07716),$10830,$11910,126,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,1%,5%,5%,&lt; 1%,5%,84%
spring arbor university,106 E. Main St Spring Arbor MI 49283,(42.20525 -84.55371),$41536,$41536,231,('60%' '64%' '53%'),1760,('59%' '41%'),22%,Co-ed,('62%' '38%'),80%,0%,1%,10%,4%,&lt; 1%,13%,70%
spring hill college,4000 Dauphin St Mobile AL 36608,(30.6856 -88.13515),$35072,$35072,216,('72%' '72%' '70%'),2114,('63%' '37%'),14%,Co-ed,('51%' '49%'),72%,3%,2%,17%,2%,1%,8%,70%
springfield college,263 Alden St Springfield MA 01109,(42.10241 -72.55973),$53800,$53800,507,('77%' '80%' '73%'),2853,('48%' '52%'),23%,Co-ed,('49%' '51%'),81%,3%,2%,6%,8%,&lt; 1%,6%,77%
springfield technical community college,1 Armory Sq Springfield MA 01105-1296,(42.10909 -72.57948),$5520,$10728,412,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,1%,4%,14%,32%,&lt; 1%,11%,39%
st andrews university,1700 Dogwood Mile Laurinburg NC 28352,(34.75006 -79.48075),$39930,$39930,261,('12%' '11%' '13%'),2164,('53%' '47%'),98%,Co-ed,('50%' '50%'),48%,13%,1%,25%,4%,2%,23%,46%
st augustine college,1345 W. Argyle St. Chicago IL 60640-3501,(41.97238 -87.66412),$12120,$12120,50,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,3%,5%,5%,86%,&lt; 1%,2%,2%
st bonaventure university,3261 W. State Road Saint Bonaventure NY 14778,(42.0804 -78.47863),$52116,$52116,485,('78%' '78%' '77%'),3330,('52%' '48%'),19%,Co-ed,('43%' '57%'),86%,3%,4%,6%,8%,1%,10%,71%
st catherine university,2004 Randolph Ave Saint Paul MN 55105,(44.92468 -93.18275),$56094,$56094,313,('75%' '74%' '57%'),1561,('99%' '1%'),27%,Co-ed,('99%' '1%'),78%,1%,11%,10%,8%,&lt; 1%,9%,61%
st charles community college,4601 Mid Rivers Mall Dr Cottleville MO 63376-0975,(38.75898 -90.6369),$4152,$5520,959,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,2%,2%,8%,6%,&lt; 1%,10%,74%
st clair county community college,323 Erie Street Port Huron MI 48061-5015,(42.97763 -82.42725),$20960,$24500,325,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,1%,3%,4%,2%,5%,85%
st cloud technical and community college,1540 Northway Drive Saint Cloud MN 56303-1240,(45.58035 -94.17538),$5874,$5874,355,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,1%,2%,16%,5%,1%,5%,71%
st edward s university,3001 S Congress Ave Austin TX 78704,(30.23233 -97.75858),$63404,$63404,613,('92%' '92%' '90%'),4940,('66%' '34%'),13%,Co-ed,('63%' '37%'),79%,8%,3%,5%,47%,1%,5%,40%
st francis college new york,180 Remsen Street Brooklyn Heights NY 11201,(40.69341 -73.99202),$44498,$44498,409,('85%' '87%' '80%'),4488,('63%' '37%'),11%,Co-ed,('64%' '36%'),77%,7%,6%,20%,23%,1%,10%,40%
st francis college pennsylvania,117 Evergreen Dr Loretto PA 15940,(40.50639 -78.63919),$53110,$53110,398,('73%' '73%' '72%'),2063,('61%' '39%'),26%,Co-ed,('59%' '41%'),76%,1%,2%,5%,1%,&lt; 1%,10%,81%
st john fisher university,3690 East Ave Rochester NY 14618,(43.11742 -77.51737),$49372,$49372,596,('71%' '71%' '70%'),4515,('62%' '38%'),19%,Co-ed,('56%' '44%'),87%,0%,4%,4%,5%,&lt; 1%,4%,83%
st john s college sjc maryland,60 College Ave Annapolis MD 21401,(38.9813 -76.49218),$50028,$50028,139,('53%' '55%' '49%'),967,('54%' '46%'),27%,Co-ed,('48%' '52%'),91%,22%,5%,2%,7%,&lt; 1%,4%,82%
st john s college sjc new mexico,1160 Camino Cruz Blanca Santa Fe NM 87505,(35.66872 -105.91161),$49988,$49988,119,('63%' '63%' '61%'),456,('56%' '44%'),42%,Co-ed,('48%' '52%'),74%,27%,4%,1%,14%,&lt; 1%,9%,73%
st john s university new york,8000 Utopia Pky Queens NY 11439,(40.72561 -73.79166),$64300,$64300,2715,('85%' '87%' '82%'),23658,('59%' '41%'),13%,Co-ed,('55%' '45%'),84%,4%,14%,13%,11%,&lt; 1%,13%,49%
st john vianney college seminary,2900 SW 87th Ave Miami FL 33165-3244,(25.74298 -80.33577),$35200,$35200,11,('95%' '100%' '94%'),19,('10%' '90%'),100%,Co-ed,('11%' '89%'),45%,9%,7%,7%,44%,&lt; 1%,&lt; 1%,41%
st joseph college of nursing,206 Prospect Ave Syracuse NY 13203,(43.0551 -76.14829),$29054,$29054,1,('62%' '50%' '100%'),13,('76%' '24%'),25%,Co-ed,('100%' '0%'),83%,0%,6%,7%,2%,&lt; 1%,9%,76%
st joseph s university sju,5600 City Avenue Philadelphia PA 19131,(39.99383 -75.23923),$62780,$62780,1038,('83%' '84%' '81%'),8119,('55%' '45%'),15%,Co-ed,('52%' '48%'),89%,2%,3%,7%,7%,&lt; 1%,4%,78%
st josephs university new york,245 Clinton Avenue Brooklyn NY 11205,(40.69034 -73.96827),$37976,$37976,662,('80%' '81%' '76%'),4107,('66%' '34%'),20%,Co-ed,('63%' '37%'),n/a,n/a
st lawrence university,23 Romoda Drive Canton NY 13617,(44.59632 -75.15572),$75750,$75750,602,('57%' '57%' '55%'),5217,('55%' '45%'),20%,Co-ed,('50%' '50%'),89%,9%,1%,4%,5%,&lt; 1%,5%,85%
st louis college of pharmacy,4588 Parkview Place Saint Louis MO 63110,(38.63755 -90.26228),$44408,$44408,77,('91%' '91%' '90%'),527,('72%' '28%'),16%,Co-ed,('67%' '33%'),90%,5%,21%,10%,2%,&lt; 1%,3%,63%
st luke college,2720 Stone Park Blvd Sioux City IA 51104-0263,(42.5192 -96.40514),$20940,$20940,12,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
st mary s college of maryland,47645 College Drive St. Mary's City MD 20686,(38.1911 -76.4287),$28991,$45067,381,('77%' '80%' '73%'),2872,('60%' '40%'),17%,Co-ed,('53%' '47%'),82%,1%,4%,10%,8%,&lt; 1%,8%,70%
st mary s university texas,One Camino Santa Maria San Antonio TX 78228,(29.451699 -98.564089),$45720,$45720,606,('88%' '90%' '85%'),4305,('64%' '36%'),16%,Co-ed,('64%' '36%'),75%,9%,3%,4%,73%,&lt; 1%,4%,17%
st michael s college,One Winooski Park Colchester VT 05439,(44.49294 -73.16666),$62970,$62970,316,('86%' '89%' '81%'),2359,('53%' '47%'),16%,Co-ed,('52%' '48%'),84%,5%,2%,2%,5%,&lt; 1%,6%,85%
st olaf college,1520 St Olaf Ave Northfield MN 55057,(44.4629 -93.18521),$64670,$64670,755,('47%' '49%' '44%'),6480,('56%' '44%'),24%,Co-ed,('57%' '43%'),91%,10%,8%,3%,7%,&lt; 1%,4%,78%
st paul school of nursing queens,97-77 Queens Blvd Rego Park NY 11374,(40.72887 -73.85841),$21270,$21270,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),77%,0%,14%,38%,22%,2%,14%,10%
st paul school of nursing staten island,2 Teleport Drive Corporate Commons Two Suite 203 Staten Island NY 10311,(40.6052 -74.17984),$18075,$18075,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),33%,0%,5%,29%,19%,&lt; 1%,11%,34%
st peter hospital college of nursing,714 New Scotland Ave Albany NY 12208,(42.65881 -73.80744),$14292,$14292,,n/a,n/a,n/a,n/a,Moderately diverse,('n/a' 'n/a'),n/a,n/a
st petersburg college,244 Second Ave. N St. Petersburg FL 33701,(27.77352 -82.63654),$1943,$7774,1612,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
st philips college,1801 Martin Luther King Dr San Antonio TX 78203-2098,(29.41396 -98.45469),$6450,$13980,385,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,2%,9%,62%,&lt; 1%,5%,21%
st thomas aquinas college,125 Rte 340 Sparkill NY 10976,(41.04109 -73.93564),$50080,$50080,233,('89%' '89%' '88%'),1417,('46%' '54%'),18%,Co-ed,('39%' '61%'),81%,3%,4%,9%,20%,&lt; 1%,7%,60%
st thomas university,16401 NW 37th Ave Miami Gardens FL 33054,(25.9235 -80.26055),$45070,$45070,536,('71%' '72%' '68%'),6737,('56%' '44%'),11%,Co-ed,('40%' '60%'),72%,5%,1%,13%,59%,1%,8%,17%
stanford university,450 Serra Mall Stanford CA 94305,(37.42896 -122.16969),$74029,$74029,1757,('4%' '4%' '3%'),55471,('48%' '52%'),80%,Co-ed,('50%' '50%'),99%,15%,25%,7%,17%,1%,11%,39%
stanly community college,141 College Drive Albemarle NC 28001,(35.33649 -80.23294),$2794,$9245,134,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),83%,1%,3%,17%,4%,&lt; 1%,11%,66%
stark state college,6200 Frank Ave NW North Canton OH 44720,(40.87205 -81.43929),$4310,$7406,908,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),51%,0%,3%,12%,2%,&lt; 1%,11%,72%
state college of florida manatee sarasota,5840 26th St W Bradenton FL 34207,(27.43728 -82.58769),$3074,$11595,1118,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
state fair community college,3201 W 16th Street Sedalia MO 65301-2199,(38.69933 -93.27189),$12734,$14222,785,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,1%,3%,8%,1%,5%,81%
state technical college of missouri,One Technology Drive Linn MO 65051-9607,(38.46741 -91.81306),$13095,$18780,972,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),89%,0%,&lt; 1%,2%,2%,1%,3%,92%
state university of new york at new paltz,1 Hawk Drive New Paltz NY 12561,(41.740422 -74.080662),$23017,$32927,1133,('46%' '49%' '41%'),12482,('61%' '39%'),20%,Co-ed,('67%' '33%'),83%,4%,5%,6%,19%,&lt; 1%,7%,63%
state university of new york at purchase suny purchase,735 Anderson Hill Rd Purchase NY 10577,(41.03879 -73.69584),$23501,$33411,680,('75%' '79%' '69%'),4047,('60%' '40%'),22%,Co-ed,('58%' '42%'),81%,2%,5%,12%,22%,&lt; 1%,6%,55%
stautzenberger college maumee,1796 Indian Wood Circle Maumee OH 43537-4007,(41.58317 -83.68352),$16699,$16699,126,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,&lt; 1%,16%,2%,&lt; 1%,29%,52%
stephen f austin state university,2008 Alumni Drive Rusk 206 Nacogdoches TX 75961,(31.61075 -94.64032),$20242,$31258,1713,('83%' '85%' '79%'),7811,('65%' '35%'),26%,Co-ed,('63%' '37%'),71%,1%,1%,18%,19%,1%,5%,57%
stephens college,1200 E Broadway Columbia MO 65215,(38.95145 -92.32278),$35570,$35570,100,('64%' '63%' '0%'),677,('100%' '0%'),23%,All-female,('100%' '0%'),64%,0%,1%,15%,5%,1%,12%,65%
sterling college kansas,125 W. Cooper Sterling KS 67579,(38.22023 -98.20784),$37436,$37436,206,('47%' '46%' '47%'),2574,('14%' '86%'),17%,Co-ed,('29%' '71%'),50%,0%,3%,17%,14%,3%,&lt; 1%,64%
sterling college vermont,16 Sterling Drive Craftsbury Common VT 05827,(44.65208 -72.38218),$49600,$49600,17,('100%' '100%' '100%'),41,('65%' '35%'),41%,Co-ed,('52%' '48%'),57%,2%,1%,1%,3%,1%,34%,59%
stetson university,421 N Woodland Blvd DeLand FL 32723,(29.034565 -81.303549),$65710,$65710,637,('92%' '93%' '89%'),9257,('61%' '39%'),8%,Co-ed,('59%' '41%'),76%,7%,3%,8%,17%,&lt; 1%,6%,65%
stevens institute of technology,Castle Point On Hudson Hoboken NJ 07030,(40.74679 -74.02503),$73520,$73520,1091,('53%' '58%' '49%'),11320,('34%' '66%'),18%,Co-ed,('33%' '67%'),95%,4%,13%,2%,12%,&lt; 1%,4%,68%
stevens the institute of business and arts,1521 Washington Avenue Saint Louis MO 63103,(38.63268 -90.20115),$13680,$13680,3,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
stevenson university,1525 Greenspring Valley Rd Stevenson MD 21153,(39.42075 -76.70097),$52338,$52338,628,('91%' '92%' '88%'),4431,('59%' '41%'),16%,Co-ed,('60%' '40%'),79%,1%,4%,27%,5%,&lt; 1%,8%,56%
stillman college,3601 Stillman Boulevard Tuscaloosa AL 35401,(33.20086 -87.58318),$21446,$21446,134,('76%' '74%' '77%'),1189,('65%' '35%'),15%,Co-ed,('56%' '44%'),68%,0%,&lt; 1%,82%,2%,&lt; 1%,9%,6%
stockton university,101 Vera King Farris Drive Galloway NJ 08205,(39.4906 -74.53256),$27551,$35133,1358,('85%' '84%' '84%'),6247,('63%' '37%'),26%,Co-ed,('60%' '40%'),85%,1%,7%,8%,14%,&lt; 1%,4%,67%
stone child college,8294 Upper Box Elder Road Box Elder MT 59521-9796,(48.29023 -109.86856),$2645,$2645,31,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,1%,&lt; 1%,&lt; 1%,&lt; 1%,96%,&lt; 1%,4%
stonehill college,320 Washington Street Easton MA 02357,(42.05996 -71.08674),$64842,$64842,640,('72%' '76%' '65%'),7219,('55%' '45%'),12%,Co-ed,('53%' '47%'),87%,1%,2%,4%,5%,&lt; 1%,4%,85%
strayer university district of columbia,1133 15th St NW Washington DC 20005,(38.90469 -77.034),$13515,$13515,1,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
strayer university maryland,5110 Auth Way Suitland MD 20746,(38.82772 -76.91805),$13515,$13515,2,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,1%,73%,6%,1%,7%,12%
strayer university virginia,2121 15th Street N Arlington VA 22201,(38.89072 -77.08508),$13515,$13515,1,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),13%,2%,5%,53%,9%,1%,7%,26%
suffolk county community college,533 College Rd Selden NY 11784-2899,(40.84748 -73.05728),$5470,$10940,2894,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,5%,8%,31%,&lt; 1%,5%,51%
suffolk university,73 Tremont St. Boston MA 02108,(42.35775 -71.0607),$60144,$60144,982,('88%' '89%' '85%'),7501,('62%' '38%'),15%,Co-ed,('61%' '39%'),76%,24%,10%,7%,15%,&lt; 1%,9%,59%
sul ross state university,HWY 90 East Alpine TX 79832,(30.38655 -103.593),$17728,$29968,195,('100%' '100%' '100%'),549,('43%' '57%'),36%,Co-ed,('36%' '64%'),48%,0%,1%,5%,64%,1%,6%,23%
sullivan county community college,112 College Road Loch Sheldrake NY 12759-5151,(41.76469 -74.6687),$18424,$23632,214,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),44%,0%,2%,13%,28%,1%,9%,48%
sullivan university,3101 Bardstown Rd Louisville KY 40205-3013,(38.2134 -85.67081),$23985,$23985,174,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
suny adirondack,640 Bay Rd Queensbury NY 12804,(43.35164 -73.65625),$17984,$20456,595,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,1%,1%,4%,4%,&lt; 1%,4%,86%
suny at fredonia,280 Central Ave Fredonia NY 14063,(42.45361 -79.33404),$22340,$32250,806,('91%' '93%' '87%'),4668,('59%' '41%'),19%,Co-ed,('58%' '42%'),73%,2%,2%,8%,9%,1%,6%,74%
suny broome community college,907 Upper Front Street Binghamton NY 13901-1001,(42.13748 -75.90496),$19798,$24886,1066,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),45%,1%,5%,10%,7%,&lt; 1%,10%,67%
suny buffalo state university,1300 Elmwood Ave Buffalo NY 14222,(42.93212 -78.87951),$22872,$32782,1344,('85%' '87%' '80%'),12057,('56%' '44%'),13%,Co-ed,('51%' '49%'),61%,2%,3%,33%,13%,&lt; 1%,4%,46%
suny college at brockport,350 New Campus Dr Brockport NY 14420,(43.20917 -77.95214),$23291,$33201,1002,('76%' '80%' '70%'),7800,('58%' '42%'),17%,Co-ed,('59%' '41%'),74%,1%,2%,12%,7%,&lt; 1%,8%,71%
suny college at old westbury,223 Store Hill Rd Old Westbury NY 11568,(40.78076 -73.58077),$20689,$30599,474,('77%' '80%' '71%'),4613,('55%' '45%'),13%,Co-ed,('54%' '46%'),76%,1%,11%,25%,24%,&lt; 1%,8%,32%
suny college at oswego,7060 State Route 104 Oswego NY 13126,(43.44647 -76.542),$23409,$33319,1168,('80%' '81%' '77%'),10357,('56%' '44%'),14%,Co-ed,('51%' '49%'),76%,2%,3%,8%,10%,&lt; 1%,4%,75%
suny college at plattsburgh,101 Broad Street Plattsburgh NY 12901,(44.69512 -73.46586),$23651,$33561,920,('68%' '67%' '69%'),6733,('61%' '39%'),20%,Co-ed,('59%' '41%'),78%,6%,3%,9%,13%,&lt; 1%,6%,70%
suny college at potsdam,44 Pierrepont Ave Potsdam NY 13676,(44.66359 -74.97848),$22662,$32572,416,('81%' '83%' '78%'),3225,('59%' '41%'),16%,Co-ed,('59%' '41%'),75%,1%,2%,11%,13%,2%,11%,60%
suny college of agriculture and technology at cobleskill,State Route 7 Cobleskill NY 12043,(42.67803 -74.48417),$22736,$32646,459,('81%' '83%' '78%'),2064,('50%' '50%'),27%,Co-ed,('47%' '53%'),74%,1%,2%,11%,4%,1%,12%,70%
suny college of environmental science and forestry suny esf,One Forestry Dr. Syracuse NY 13210,(43.03544 -76.13691),$27096,$37856,315,('65%' '68%' '61%'),2252,('55%' '45%'),21%,Co-ed,('55%' '45%'),84%,2%,4%,2%,6%,&lt; 1%,7%,81%
suny college of technology at alfred,10 Upper College Drive Alfred NY 14802,(42.25867 -77.79023),$22307,$29387,1040,('82%' '76%' '86%'),4719,('40%' '60%'),27%,Co-ed,('28%' '72%'),69%,2%,2%,13%,9%,&lt; 1%,3%,74%
suny college of technology at canton,34 Cornell Drive Canton NY 13617,(44.60108 -75.18616),$22789,$26719,450,('95%' '95%' '95%'),2273,('47%' '53%'),21%,Co-ed,('44%' '56%'),76%,14%,2%,13%,10%,1%,13%,61%
suny college of technology at delhi,454 Delhi Drive Delhi NY 13753,(42.27289 -74.92192),$21960,$25730,543,('88%' '87%' '89%'),2890,('51%' '49%'),21%,Co-ed,('41%' '59%'),79%,3%,2%,14%,13%,&lt; 1%,10%,61%
suny corning community college,1 Academic Dr Corning NY 14830,(42.119944 -77.072451),$16226,$19490,400,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,2%,3%,2%,&lt; 1%,47%,46%
suny cortland,Miller Building Cortland NY 13045,(42.61045 -76.18498),$22015,$31925,1221,('60%' '66%' '52%'),11420,('58%' '42%'),18%,Co-ed,('56%' '44%'),80%,1%,2%,6%,13%,&lt; 1%,6%,74%
suny empire state college,Two Union Ave Saratoga Springs NY 12866-4391,(43.07781 -73.78263),$7630,$17540,87,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,1%,3%,15%,13%,&lt; 1%,15%,53%
suny maritime college,6 Pennyfield Avenue Throggs Neck NY 10465,(40.80916 -73.80129),$22919,$32829,275,('74%' '85%' '71%'),1187,('16%' '84%'),31%,Co-ed,('11%' '89%'),86%,3%,5%,5%,13%,&lt; 1%,7%,71%
suny morrisville,80 Eaton Street Morrisville NY 13408,(42.89455 -75.64513),$22641,$32551,543,('81%' '81%' '80%'),3529,('51%' '49%'),19%,Co-ed,('44%' '56%'),64%,3%,1%,16%,8%,1%,12%,63%
suny oneonta,108 Ravine Parkway Oneonta NY 13820,(42.46841 -75.06431),$23366,$33276,943,('70%' '75%' '61%'),9940,('59%' '41%'),14%,Co-ed,('60%' '40%'),83%,1%,2%,4%,15%,&lt; 1%,4%,74%
suny westchester community college,75 Grasslands Road Valhalla NY 10595,(41.07104 -73.79086),$5374,$12414,1515,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,1%,4%,18%,43%,&lt; 1%,6%,28%
surry community college,630 S. Main St. Dobson NC 27017-8432,(36.38494 -80.71527),$2663,$8807,93,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,1%,2%,19%,1%,8%,69%
susquehanna university,514 University Ave Selinsgrove PA 17870,(40.79956 -76.87038),$67410,$67410,555,('77%' '78%' '73%'),5384,('59%' '41%'),13%,Co-ed,('56%' '44%'),80%,2%,2%,6%,7%,&lt; 1%,7%,79%
sussex county community college,One College Hill Road Newton NJ 07860,(41.06497 -74.7561),$7080,$8760,449,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,2%,2%,7%,14%,&lt; 1%,5%,72%
swarthmore college,500 College Ave Swarthmore PA 19081,(39.90652 -75.35184),$73206,$73206,454,('8%' '6%' '8%'),13012,('58%' '42%'),45%,Co-ed,('52%' '48%'),97%,13%,19%,8%,14%,&lt; 1%,13%,46%
swedish institute a college of health sciences,226 West 26th Street New York NY 10001-6700,(40.74653 -73.99552),$26041,$26041,341,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),36%,0%,4%,39%,23%,&lt; 1%,27%,7%
sweet briar college,134 Chapel Drive Sweet Briar VA 24595,(37.55414 -79.08033),$36960,$36960,177,('80%' '80%' '0%'),1192,('100%' '0%'),19%,All-female,('100%' '0%'),73%,1%,4%,9%,10%,&lt; 1%,5%,72%
syracuse university,900 South Crouse Ave. Syracuse NY 13244,(43.04027 -76.13662),$74486,$74486,3765,('59%' '61%' '56%'),39682,('58%' '42%'),16%,Co-ed,('56%' '44%'),90%,7%,8%,8%,12%,1%,8%,64%
tabor college,400 S Jefferson Hillsboro KS 67063,(38.34947 -97.20071),$42700,$42700,183,('54%' '66%' '51%'),1364,('20%' '80%'),25%,Co-ed,('32%' '68%'),67%,4%,1%,12%,13%,1%,6%,67%
tacoma community college,6501 S 19th St Tacoma WA 98466-6100,(47.24276 -122.52405),$4929,$10391,666,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
taft college,29 Cougar Court Taft CA 93268,(35.14969 -119.45934),$7756,$14020,216,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,3%,4%,64%,1%,3%,26%
tallahassee community college,444 Appleyard Dr Tallahassee FL 32304-2895,(30.44589 -84.34231),$2002,$7982,2533,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
talmudical seminary oholei torah,667 Eastern Pky Brooklyn NY 11213,(40.6698 -73.94599),$19200,$19200,51,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,12%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
talmudical yeshiva of philadelphia,6063 Drexel Rd Philadelphia PA 19131,(39.98906 -75.24821),$17980,$17980,34,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),82%,3%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
tarleton state university,1333 W. Washington Stephenville TX 76401,(32.21447 -98.21456),$17996,$27788,2150,('57%' '59%' '52%'),10657,('63%' '37%'),36%,Co-ed,('65%' '35%'),70%,1%,2%,9%,20%,1%,4%,66%
tarrant county college district,300 Trinity Campus Circle Fort Worth TX 76102,(32.7567 -97.33764),$3402,$8235,1583,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,1%,7%,17%,36%,&lt; 1%,8%,32%
taylor business institute,180 North Wabash Avenue Fifth Floor Chicago IL 60601,(41.88543 -87.62626),$10650,$10650,n/a,('89%' '88%' '89%'),230,('45%' '55%'),62%,Enrolled women:,('59%' ''),64%,67%,1%,87%,9%,&lt; 1%,1%,1%
taylor university,236 W Reade Ave Upland IN 46989,(40.45914 -85.49714),$47229,$47229,401,('73%' '74%' '70%'),2037,('56%' '44%'),27%,Co-ed,('54%' '46%'),86%,7%,4%,4%,4%,1%,1%,87%
technical college of the lowcountry,921 Ribaut Road Beaufort SC 29901-1288,(32.41891 -80.68857),$5740,$11020,153,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),42%,0%,2%,28%,17%,&lt; 1%,5%,47%
temple college,2600 S 1st St Temple TX 76504-7435,(31.07155 -97.35177),$4512,$6432,250,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),83%,0%,2%,14%,33%,1%,8%,42%
temple university,1801 North Broad Street Philadelphia PA 19122,(39.98033 -75.1575),$32526,$45750,4922,('72%' '74%' '69%'),37571,('60%' '40%'),18%,Co-ed,('58%' '42%'),89%,7%,12%,14%,7%,&lt; 1%,8%,59%
tennessee state university tsu,3500 John A. Merritt Blvd Nashville TN 37209,(36.16806 -86.82526),$16884,$30240,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),64%,10%,1%,79%,2%,&lt; 1%,3%,14%
tennessee technological university tennessee tech,1 William L. Jones Drive Cookeville TN 38505,(36.1743 -85.50412),$18652,$28684,1661,('79%' '79%' '79%'),6412,('49%' '51%'),33%,Co-ed,('45%' '55%'),75%,5%,2%,4%,3%,&lt; 1%,5%,86%
tennessee wesleyan university,204 East College Street Athens TN 37303,(35.445 -84.5924),$34990,$34990,183,('60%' '64%' '50%'),884,('65%' '35%'),35%,Co-ed,('66%' '34%'),68%,6%,1%,10%,5%,&lt; 1%,8%,76%
terra state community college,2830 Napoleon Rd Fremont OH 43420-9670,(41.35395 -83.15966),$14488,$18928,165,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,&lt; 1%,9%,2%,1%,15%,73%
texarkana college,2500 N Robison Rd Texarkana TX 75599,(33.44239 -94.0803),$3820,$5236,267,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,1%,1%,20%,10%,1%,6%,62%
texas a and m international university,5201 University Blvd Laredo TX 78041,(27.57354 -99.43452),$16847,$28360,1139,('54%' '54%' '53%'),5263,('60%' '40%'),40%,Co-ed,('57%' '43%'),77%,2%,&lt; 1%,&lt; 1%,97%,&lt; 1%,1%,2%
texas a and m university san antonio,One University Way San Antonio TX 78224,(29.30348 -98.52529),$19645,$33316,1058,('73%' '73%' '70%'),10684,('68%' '32%'),14%,Co-ed,('64%' '36%'),59%,2%,1%,6%,72%,&lt; 1%,2%,18%
texas a and m university texarkana,7101 University Avenue Texarkana TX 75503,(33.48965 -94.10447),$18968,$31697,230,('96%' '96%' '95%'),1681,('59%' '41%'),14%,Co-ed,('55%' '45%'),57%,5%,1%,15%,13%,1%,7%,62%
texas a m university,JKW Administration Building Suite 200 College Station TX 77843,(30.6182 -96.33643),$24639,$51534,12323,('64%' '63%' '65%'),43763,('51%' '49%'),44%,Co-ed,('48%' '52%'),92%,2%,7%,3%,24%,&lt; 1%,3%,63%
texas a m university commerce,2600 South Neal Street Commerce TX 75428,(33.23765 -95.90883),$19610,$31850,921,('87%' '89%' '82%'),5203,('62%' '38%'),20%,Co-ed,('58%' '42%'),66%,1%,2%,22%,21%,1%,7%,47%
texas a m university corpus christi,6300 Ocean Dr. Corpus Christi TX 78412,(27.71191 -97.32383),$21675,$32672,1790,('91%' '92%' '89%'),7222,('61%' '39%'),27%,Co-ed,('60%' '40%'),58%,2%,3%,6%,51%,&lt; 1%,4%,37%
