Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
redlands community college,1300 S Country Club Rd El Reno OK 73036-5304,(35.52024 -97.97351),$12070,$14636,139,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,1%,5%,10%,10%,4%,69%
reed college,3203 SE Woodstock Blvd Portland OR 97202,(45.47924 -122.63009),$78370,$78370,502,('44%' '46%' '39%'),7010,('61%' '39%'),16%,Co-ed,('63%' '37%'),88%,11%,8%,2%,12%,&lt; 1%,13%,65%
reedley college,995 N Reed Ave Reedley CA 93654,(36.60452 -119.4577),$7482,$14682,381,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,4%,2%,75%,&lt; 1%,3%,15%
regent university,1000 Regent University Dr Virginia Beach VA 23464,(36.80126 -76.1946),$25824,$25824,438,('41%' '40%' '40%'),5240,('62%' '38%'),21%,Co-ed,('57%' '43%'),76%,1%,2%,30%,9%,1%,6%,52%
regis college massachusetts,235 Wellesley St Weston MA 02493,(42.35148 -71.30984),$61396,$61396,230,('89%' '91%' '82%'),2678,('74%' '26%'),10%,Co-ed,('75%' '25%'),85%,2%,3%,14%,26%,&lt; 1%,13%,43%
regis university,3333 Regis Blvd Denver CO 80221,(39.78752 -105.0326),$52572,$52572,436,('81%' '83%' '77%'),5959,('67%' '33%'),9%,Co-ed,('66%' '34%'),79%,6%,5%,5%,19%,&lt; 1%,16%,55%
reinhardt university,7300 Reinhardt Circle Waleska GA 30183,(34.31863 -84.55462),$37620,$37620,214,('70%' '72%' '68%'),1010,('45%' '55%'),30%,Co-ed,('41%' '59%'),60%,0%,1%,19%,8%,&lt; 1%,9%,63%
remington college cleveland campus,14445 Broadway Ave Cleveland OH 44125-1957,(41.42312 -81.57947),$17919,$17919,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),45%,0%,&lt; 1%,82%,4%,&lt; 1%,7%,7%
remington college dallas campus,1800 Eastgate Dr Garland TX 75041,(32.86041 -96.65427),$18764,$18764,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
remington college fort worth campus,300 E. Loop 820 Fort Worth TX 76112-1225,(32.77614 -97.21338),$17319,$17319,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),45%,0%,&lt; 1%,38%,19%,&lt; 1%,28%,14%
remington college lafayette campus,4021-A Ambassador Caffery Parkway Suite 100A Lafayette LA 70503,(30.16636 -92.06034),$17347,$17347,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),46%,0%,&lt; 1%,61%,&lt; 1%,1%,4%,34%
remington college memphis campus,2710 Nonconnah Blvd Memphis TN 38132,(35.07164 -89.98981),$17468,$17468,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
remington college mobile campus,4368 DOWNTOWNER LOOP S Mobile AL 36609,(30.67132 -88.14399),$17773,$17773,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),44%,0%,1%,54%,&lt; 1%,&lt; 1%,13%,32%
rend lake college,468 N Ken Gray Pkwy Ina IL 62846,(38.12923 -88.91739),$6000,$6750,344,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,1%,4%,2%,&lt; 1%,1%,91%
rensselaer polytechnic institute rpi,110 8th St Troy NY 12180,(42.73095 -73.68342),$74905,$74905,1322,('53%' '55%' '51%'),17484,('32%' '68%'),14%,Co-ed,('29%' '71%'),92%,14%,14%,5%,10%,&lt; 1%,9%,62%
renton technical college,3000 NE Fourth St Renton WA 98056-4123,(47.48879 -122.17729),$5671,$6131,114,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
rhode island college ric,600 Mount Pleasant Ave Providence RI 02908,(41.84168 -71.45267),$23864,$39062,609,('85%' '87%' '80%'),3592,('65%' '35%'),20%,Co-ed,('65%' '35%'),73%,0%,3%,10%,19%,1%,9%,58%
rhode island school of design risd,2 College St Providence RI 02903,(41.82587 -71.40733),$71080,$71080,496,('19%' '16%' '24%'),4742,('75%' '25%'),56%,Co-ed,('67%' '33%'),94%,30%,27%,4%,11%,&lt; 1%,13%,44%
rhodes college,2000 North Parkway Memphis TN 38112,(35.15278 -89.99279),$62844,$62844,592,('57%' '75%' '40%'),5318,('47%' '53%'),20%,Co-ed,('59%' '41%'),90%,4%,6%,8%,5%,&lt; 1%,7%,73%
rice university,6100 S Main St Houston TX 77005,(29.66005 -95.44168),$67695,$67695,1226,('9%' '9%' '9%'),29544,('50%' '50%'),44%,Co-ed,('51%' '49%'),97%,12%,29%,8%,17%,&lt; 1%,7%,39%
richard bland college,11301 Johnson Road South Prince George VA 23805-7100,(37.15668 -77.39683),$20263,$26233,795,('72%' '72%' '72%'),2964,('60%' '40%'),44%,Co-ed,('62%' '38%'),38%,0%,14%,19%,6%,1%,13%,47%
richland community college,One College Park Decatur IL 62521-8513,(39.88368 -88.89375),$9090,$19260,126,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,1%,18%,4%,&lt; 1%,4%,72%
richmond community college,1042 W Hamlet Ave Hamlet NC 28345-1189,(34.90284 -79.71196),$2536,$8680,153,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,1%,26%,7%,11%,11%,44%
rider university,2083 Lawrence Road Lawrenceville NJ 08648,(40.27802 -74.73238),$52460,$52460,638,('82%' '81%' '82%'),8791,('61%' '39%'),9%,Co-ed,('59%' '41%'),78%,4%,5%,13%,15%,&lt; 1%,6%,61%
ridgewater college,2101 15th Ave NW Willmar MN 56201,(45.13955 -95.07346),$5915,$5915,385,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,2%,4%,10%,1%,6%,78%
ringling college of art and design,2700 North Tamiami Trail Sarasota FL 34234,(27.36025 -82.54923),$67170,$67170,401,('69%' '70%' '64%'),2117,('74%' '26%'),28%,Co-ed,('73%' '27%'),81%,15%,11%,5%,20%,&lt; 1%,8%,56%
rio hondo college,3600 Workman Mill Rd Whittier CA 90601-1616,(34.01959 -118.03806),$1316,$9812,1110,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
rio salado college,2323 W 14th St Tempe AZ 85281,(33.41357 -111.97415),$2070,$7854,96,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),37%,0%,4%,5%,27%,2%,9%,53%
ripon college,300 West Seward Street Ripon WI 54971,(43.843 -88.84167),$57190,$57190,247,('80%' '83%' '76%'),2486,('44%' '56%'),12%,Co-ed,('48%' '52%'),79%,4%,1%,4%,9%,&lt; 1%,3%,83%
river parishes community college,925 West Edenborne Parkway Gonzales LA 70737,(30.19196 -90.93014),$4079,$4079,301,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,0%,&lt; 1%,32%,5%,1%,16%,46%
river valley community college,1 College Place Claremont NH 03743-9707,(43.39809 -72.33528),$6940,$15190,33,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,3%,2%,5%,&lt; 1%,9%,81%
riverland community college,1900 8th Ave NW Austin MN 55912-1473,(43.67393 -93.0009),$6060,$6060,311,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,1%,3%,5%,14%,&lt; 1%,8%,69%
riverside city college,4800 Magnolia Avenue Riverside CA 92506,(33.97044 -117.38441),$1380,$10080,1818,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,1%,7%,7%,66%,1%,4%,15%
riverside college of health careers,316 Main Street Newport News VA 23601,(37.03514 -76.45627),$17600,$17600,5,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
rivier university,420 South Main St Nashua NH 03060,(42.73859 -71.45736),$49892,$49892,319,('84%' '85%' '80%'),1838,('65%' '35%'),21%,Co-ed,('67%' '33%'),72%,0%,3%,4%,4%,&lt; 1%,14%,75%
roane state community college,276 Patton Lane Harriman TN 37748,(35.87965 -84.61694),$4724,$17540,933,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,0%,1%,2%,4%,&lt; 1%,19%,74%
roanoke chowan community college,109 Community College Rd Ahoskie NC 27910-9522,(36.32483 -77.01992),$2642,$8786,16,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),39%,0%,&lt; 1%,61%,2%,1%,3%,33%
roanoke college,221 College Lane Salem VA 24153,(37.29469 -80.05687),$63320,$63320,465,('80%' '82%' '77%'),4953,('60%' '40%'),12%,Co-ed,('49%' '51%'),78%,4%,1%,6%,5%,&lt; 1%,5%,84%
robert morris university rmu pennsylvania,6001 University Boulevard Moon Township PA 15108,(40.51971 -80.21789),$45090,$45090,676,('94%' '94%' '92%'),5005,('56%' '44%'),14%,Co-ed,('48%' '52%'),81%,13%,1%,7%,3%,&lt; 1%,6%,82%
roberts wesleyan university,2301 Westside Dr Rochester NY 14624,(43.12667 -77.79553),$45692,$45692,207,('87%' '88%' '85%'),1340,('68%' '32%'),18%,Co-ed,('68%' '32%'),78%,4%,2%,11%,6%,&lt; 1%,5%,76%
robeson community college,5160 Fayetteville Road Lumberton NC 28360,(34.67738 -79.00666),$2563,$8707,149,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,0%,1%,19%,12%,43%,5%,21%
rochester college,800 West Avon Road Rochester Hills MI 48307,(42.66808 -83.14371),$34568,$34568,162,('98%' '98%' '97%'),628,('60%' '40%'),26%,Co-ed,('3%' '97%'),66%,2%,1%,18%,2%,&lt; 1%,17%,63%
rochester community and technical college,851 30th Ave SE Rochester MN 55904-4999,(44.01401 -92.42188),$5372,$5372,570,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,1%,5%,14%,8%,&lt; 1%,6%,67%
rochester institute of technology rit,1 Lomb Memorial Dr Rochester NY 14623,(43.08779 -77.674413),$67188,$67188,3355,('71%' '74%' '69%'),21923,('38%' '62%'),21%,Co-ed,('32%' '68%'),89%,6%,8%,5%,7%,&lt; 1%,17%,63%
rock valley college,3301 N Mulford Rd Rockford IL 61114-5699,(42.30804 -88.99475),$8924,$17564,714,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,4%,10%,25%,1%,5%,56%
rockford university,5050 E State St Rockford IL 61108,(42.26403 -89.01957),$44040,$44040,202,('67%' '70%' '63%'),1692,('44%' '56%'),18%,Co-ed,('46%' '54%'),66%,7%,2%,10%,16%,&lt; 1%,8%,64%
rockhurst university,1100 Rockhurst Rd Kansas City MO 64110,(39.03273 -94.57295),$50510,$50510,403,('67%' '67%' '64%'),3455,('66%' '34%'),17%,Co-ed,('63%' '37%'),86%,1%,4%,6%,8%,1%,9%,72%
rockingham community college,215 Wrenn Memorial Road Wentworth NC 27375,(36.38786 -79.755522),$1966,$6574,211,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,1%,1%,17%,9%,&lt; 1%,9%,64%
rockland community college,145 College Rd Suffern NY 10901-3699,(41.13322 -74.08815),$6120,$11332,999,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,1%,6%,18%,30%,&lt; 1%,15%,30%
rocky mountain college of art and design,1600 Pierce St Lakewood CO 80214,(39.74371 -105.06987),$21615,$21615,131,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,3%,9%,13%,2%,13%,60%
rocky mountain college rmc,1511 Poly Drive Billings MT 59102,(45.79497 -108.55485),$40190,$40190,220,('81%' '79%' '82%'),1396,('60%' '40%'),20%,Co-ed,('53%' '47%'),67%,4%,2%,3%,5%,2%,8%,80%
roger williams university rwu,One Old Ferry Road Bristol RI 02809,(41.64724 -71.26187),$55606,$55606,1003,('91%' '93%' '88%'),8163,('54%' '46%'),14%,Co-ed,('50%' '50%'),81%,3%,1%,3%,7%,&lt; 1%,18%,70%
rogers state university,1701 W Will Rogers Blvd Claremore OK 74017,(36.31856 -95.63059),$17963,$26303,437,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,2%,2%,4%,6%,13%,17%,58%
rogue community college,3345 Redwood Hwy Grants Pass OR 97527-9291,(42.4148 -123.39425),$5184,$6192,339,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,0%,2%,1%,23%,2%,7%,66%
rollins college,1000 Holt Avenue Winter Park FL 32789,(28.59235 -81.34835),$69740,$69740,549,('49%' '50%' '46%'),8409,('63%' '37%'),13%,Co-ed,('63%' '37%'),86%,9%,4%,6%,21%,&lt; 1%,9%,61%
roosevelt university,430 S Michigan Ave Chicago IL 60605,(41.87599 -87.62436),$46168,$46168,507,('92%' '90%' '95%'),3541,('59%' '41%'),16%,Co-ed,('52%' '48%'),74%,4%,6%,18%,25%,&lt; 1%,7%,44%
rose hulman institute of technology rhit,5500 Wabash Avenue Terre Haute IN 47803,(39.48088 -87.32357),$69180,$69180,643,('77%' '80%' '76%'),4536,('22%' '78%'),18%,Co-ed,('24%' '76%'),92%,14%,6%,3%,5%,&lt; 1%,8%,77%
rose state college,6420 S E 15th Midwest City OK 73110-2799,(35.44967 -97.41321),$12546,$18923,855,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,2%,13%,8%,5%,17%,54%
rosedale technical college,215 Beecham  Drive Pittsburgh PA 15205-9791,(40.45243 -80.10362),$15663,$15663,160,('73%' '72%' '72%'),276,('11%' '89%'),80%,Co-ed,('11%' '89%'),93%,0%,&lt; 1%,13%,2%,&lt; 1%,3%,81%
rosemont college,1400 Montgomery Ave Rosemont PA 19010,(40.03385 -75.32942),$33915,$33915,120,('80%' '81%' '77%'),916,('56%' '44%'),16%,Co-ed,('38%' '62%'),71%,4%,3%,43%,6%,&lt; 1%,12%,36%
rowan cabarrus community college,1333 Jake Alexander Blvd South Salisbury NC 28146,(35.64105 -80.47786),$2626,$8770,668,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,2%,3%,20%,15%,1%,8%,54%
rowan college at burlington county,900 College Circle Mount Laurel NJ 08054-1599,(39.97277 -74.8909),$5159,$6901,1034,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,2%,5%,19%,15%,&lt; 1%,7%,54%
rowan college of south jersey gloucester campus,1400 Tanyard Road Sewell NJ 08080,(39.78008 -75.12893),$5550,$5550,1010,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,3%,11%,8%,&lt; 1%,19%,58%
rowan college south jersey cumberland campus,3322 College Drive Vineland NJ 08362-1500,(39.44117 -75.05592),$5550,$5550,385,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,2%,13%,36%,&lt; 1%,9%,39%
rowan university,201 Mullica Hill Road Glassboro NJ 08028,(39.70795 -75.11619),$29860,$38892,2191,('84%' '84%' '82%'),11659,('50%' '50%'),22%,Co-ed,('44%' '56%'),84%,1%,5%,10%,10%,&lt; 1%,10%,65%
roxbury community college,1234 Columbus Ave Roxbury Crossing MA 02120-3400,(42.32889969974 -71.0955385423),$5784,$11088,60,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),34%,0%,2%,58%,18%,1%,16%,5%
russell sage college,65 1st Street Troy NY 12180,(42.72833 -73.69346),$47196,$47196,263,('73%' '75%' '67%'),1884,('66%' '34%'),19%,Co-ed,('63%' '37%'),78%,0%,4%,13%,9%,&lt; 1%,12%,63%
rust college,150 Rust Avenue Holly Springs MS 38635,(34.77427 -89.44664),$14200,$14200,349,('38%' '37%' '37%'),2609,('63%' '37%'),36%,Co-ed,('64%' '36%'),49%,2%,&lt; 1%,97%,&lt; 1%,&lt; 1%,2%,1%
rutgers university camden,406 Penn Camden NJ 08102,(39.94812 -75.12124),$28309,$44951,604,('79%' '78%' '78%'),11156,('58%' '42%'),7%,Co-ed,('57%' '43%'),84%,2%,10%,18%,15%,&lt; 1%,7%,50%
rutgers university new brunswick rutgers,83 Somerset St New Brunswick NJ 08901,(40.49795 -74.44601),$29206,$46407,7105,('68%' '68%' '67%'),43161,('54%' '46%'),24%,Co-ed,('50%' '50%'),93%,9%,29%,8%,14%,&lt; 1%,7%,42%
rutgers university newark,249 University Avenue Blumenthal Hall Newark NJ 07102,(40.73925 -74.17512),$29138,$46339,1300,('77%' '79%' '74%'),14456,('55%' '45%'),12%,Co-ed,('50%' '50%'),88%,6%,19%,20%,29%,&lt; 1%,8%,24%
sacramento city college,3835 Freeport Blvd Sacramento CA 95822-1386,(38.53993 -121.49153),$1288,$8880,1060,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,18%,9%,31%,2%,14%,27%
sacred heart major seminary,2701 Chicago Blvd Detroit MI 48206-1799,(42.37442 -83.11159),$32597,$32597,1,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,14%,4%,1%,18%,&lt; 1%,20%,58%
sacred heart university shu,5151 Park Ave Fairfield CT 06825,(41.22195 -73.24138),$62098,$62098,1842,('66%' '68%' '62%'),12663,('67%' '33%'),22%,Co-ed,('66%' '34%'),83%,1%,2%,5%,11%,&lt; 1%,10%,72%
saddleback college,28000 Marguerite Pky Mission Viejo CA 92692-3635,(33.55784 -117.66419),$1288,$10248,1340,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),71%,2%,12%,2%,29%,1%,9%,47%
saginaw valley state university,7400 Bay Rd University Center MI 48710,(43.51382 -83.97314),$22674,$37688,1336,('78%' '79%' '75%'),5878,('67%' '33%'),29%,Co-ed,('66%' '34%'),77%,7%,1%,9%,5%,&lt; 1%,8%,77%
saint ambrose university,518 W Locust St Davenport IA 52803,(41.53907 -90.58082),$45208,$45208,493,('72%' '75%' '69%'),4005,('51%' '49%'),17%,Co-ed,('45%' '55%'),80%,5%,2%,5%,8%,&lt; 1%,7%,78%
saint anselm college,100 Saint Anselm Drive Manchester NH 03102,(42.98767 -71.50743),$59410,$59410,480,('78%' '76%' '78%'),4007,('57%' '43%'),15%,Co-ed,('59%' '41%'),91%,1%,1%,2%,4%,&lt; 1%,5%,88%
saint anthony college of nursing,3301 N. Mulford Road Rockford IL 61114,(42.30804 -88.99475),$27611,$27611,1,('100%' '100%' '100%'),2,('50%' '50%'),50%,Co-ed,('0%' '100%'),50%,1%,5%,5%,16%,&lt; 1%,2%,72%
saint augustine s university,1315 Oakwood Avenue Raleigh NC 27610,(35.78422 -78.62061),$25838,$25838,818,('75%' '59%' '95%'),5633,('57%' '43%'),19%,Co-ed,('44%' '56%'),45%,2%,&lt; 1%,90%,1%,&lt; 1%,6%,2%
saint charles borromeo seminary overbrook,100 East Wynnewood Road Wynnewood PA 19096,(39.992742 -75.255063),$38031,$38031,6,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,10%,7%,3%,12%,&lt; 1%,1%,76%
saint cloud state university,720 Fourth Ave. South Saint Cloud MN 56301,(45.55354 -94.15311),$18517,$27357,837,('94%' '95%' '92%'),4228,('54%' '46%'),21%,Co-ed,('48%' '52%'),72%,8%,6%,7%,4%,&lt; 1%,5%,77%
saint johns river state college,5001 Saint Johns Ave Palatka FL 32177,(29.64824 -81.68012),$2830,$10347,517,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
saint johns university minnesota,2850 Abbey Plaza Collegeville MN 56321,(45.58056 -94.39258),$61434,$61434,408,('89%' '0%' '88%'),1542,('0%' '100%'),30%,All-male,('0%' '100%'),87%,5%,4%,5%,8%,1%,&lt; 1%,82%
saint joseph college of maine,278 Whites Bridge Rd Standish ME 04084,(43.8267 -70.48125),$54922,$54922,208,('81%' '79%' '81%'),1353,('63%' '37%'),19%,Co-ed,('53%' '47%'),83%,0%,1%,2%,2%,1%,37%,57%
saint joseph seminary college,75376 River Road St. Benedict LA 70457,(30.52413 -90.11512),$37960,$37960,14,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),92%,0%,11%,3%,20%,1%,6%,59%
saint leo university,33701 State Road 52 Saint Leo FL 33574,(28.33559 -82.25511),$40350,$40350,826,('71%' '71%' '68%'),10058,('64%' '36%'),12%,Co-ed,('61%' '39%'),72%,2%,2%,36%,12%,&lt; 1%,20%,31%
saint louis community college,3221 McKelvey Road Bridgeton MO 63044,(38.7453 -90.43713),$5295,$7155,1652,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,1%,4%,32%,4%,&lt; 1%,7%,52%
saint louis university slu,One North Grand Blvd Saint Louis MO 63103,(38.63445 -90.23381),$62134,$62134,1794,('70%' '70%' '68%'),15047,('61%' '39%'),17%,Co-ed,('63%' '37%'),90%,4%,8%,7%,5%,&lt; 1%,5%,75%
saint martin s university st martin s,5000 Abbey Way SE Lacey WA 98503,(47.04329 -122.81865),$53540,$53540,348,('72%' '71%' '71%'),2646,('68%' '32%'),18%,Co-ed,('70%' '30%'),78%,7%,14%,7%,14%,1%,12%,51%
saint mary of the woods college,1 St Mary of Woods Coll Saint Mary of the Woods IN 47876,(39.51354 -87.45555),$42665,$42665,194,('70%' '74%' '55%'),811,('76%' '24%'),34%,Co-ed,('78%' '22%'),72%,1%,1%,4%,2%,&lt; 1%,12%,80%
saint mary s college indiana,133 Le Mans Hall Notre Dame IN 46556,(41.70684 -86.25753),$61480,$61480,375,('83%' '83%' '0%'),2351,('100%' '0%'),19%,All-female,('100%' '0%'),85%,2%,2%,2%,11%,&lt; 1%,10%,75%
saint mary s college of california st mary s,1928 Saint Marys Road Moraga CA 94575,(37.84305 -122.11402),$68068,$68068,421,('70%' '71%' '68%'),3523,('56%' '44%'),17%,Co-ed,('54%' '46%'),85%,3%,12%,4%,27%,1%,10%,46%
saint mary university of minnesota,700 Terrace Heights Winona MN 55987,(44.04389 -91.6969),$49330,$49330,234,('98%' '98%' '96%'),1587,('64%' '36%'),15%,Co-ed,('54%' '46%'),82%,4%,3%,10%,8%,1%,13%,66%
saint norbert college,100 Grant St De Pere WI 54115,(44.44497 -88.06493),$53569,$53569,584,('85%' '88%' '81%'),4067,('52%' '48%'),17%,Co-ed,('55%' '45%'),83%,3%,1%,1%,4%,1%,3%,90%
saint paul college,235 Marshall Ave Saint Paul MN 55102-9808,(44.94817 -93.10968),$6041,$6041,491,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,2%,18%,33%,9%,1%,9%,30%
saint peter university,2641 Kennedy Blvd Jersey City NJ 07306,(40.7267 -74.07124),$55680,$55680,402,('93%' '94%' '90%'),2627,('59%' '41%'),16%,Co-ed,('62%' '38%'),82%,2%,8%,21%,43%,&lt; 1%,12%,16%
saint vincent college,300 Fraser Purchase Rd Latrobe PA 15650,(40.29182 -79.39936),$51695,$51695,376,('73%' '78%' '69%'),2102,('40%' '60%'),24%,Co-ed,('42%' '58%'),82%,1%,2%,6%,4%,&lt; 1%,5%,84%
saint xavier university,3700 W 103rd St Chicago IL 60655,(41.70599 -87.71524),$46700,$46700,747,('85%' '88%' '79%'),7780,('61%' '39%'),11%,Co-ed,('58%' '42%'),74%,0%,3%,12%,37%,&lt; 1%,7%,42%
salem college,601 S Church St Winston-Salem NC 27101,(36.08753 -80.24138),$43316,$43316,48,('90%' '90%' '0%'),479,('100%' '0%'),11%,Co-ed,('100%' '0%'),72%,2%,2%,19%,15%,1%,8%,55%
salem community college,460 Hollywood Avenue Carneys Point NJ 08069-2799,(39.69749 -75.46882),$6540,$9060,167,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,2%,1%,26%,13%,1%,13%,46%
salem state university,352 Lafayette St Salem MA 01970,(42.50396 -70.89061),$26265,$33070,939,('90%' '92%' '84%'),6287,('69%' '31%'),17%,Co-ed,('66%' '34%'),74%,3%,3%,10%,16%,&lt; 1%,6%,65%
salem university,223 W Main St Salem WV 26426,(39.28317 -80.56623),$21550,$21790,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),46%,12%,1%,22%,8%,1%,16%,52%
salina area technical college,2562 Centennial Road Salina KS 67401,(38.79514 -97.6344),$7460,$7460,79,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),75%,0%,2%,2%,15%,&lt; 1%,5%,76%
salisbury university,1101 Camden Ave Salisbury MD 21801,(38.34837 -75.6079),$22688,$32958,1217,('86%' '88%' '82%'),7691,('59%' '41%'),18%,Co-ed,('57%' '43%'),83%,2%,4%,15%,4%,1%,6%,70%
salish kootenai college,58138 US  Highway 93 Pablo MT 59855,(47.59847 -114.11275),$13419,$18603,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),58%,0%,&lt; 1%,&lt; 1%,2%,71%,&lt; 1%,26%
salt lake community college,4600 S Redwood Rd Salt Lake City UT 84123,(40.6718 -111.93887),$4086,$12734,1561,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,1%,4%,2%,20%,2%,7%,65%
salve regina university,100 Ochre Point Avenue Newport RI 02840,(41.47382 -71.30014),$60070,$60070,562,('73%' '74%' '70%'),5104,('72%' '28%'),15%,Co-ed,('68%' '32%'),83%,2%,1%,2%,7%,&lt; 1%,8%,82%
sam houston state university shsu,1806 Ave J Huntsville TX 77340,(30.7147 -95.54906),$19366,$29158,2908,('97%' '97%' '95%'),11556,('65%' '35%'),26%,Co-ed,('65%' '35%'),76%,2%,2%,18%,23%,1%,5%,52%
samaritan hospital school of nursing,1300 Massachusetts Avenue Troy NY 12065,(42.7434 -73.67608),$14292,$14292,2,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,6%,19%,5%,&lt; 1%,6%,63%
samford university,800 Lakeshore Drive Birmingham AL 35229,(33.46134 -86.79412),$46620,$46620,920,('84%' '85%' '81%'),4217,('66%' '34%'),26%,Co-ed,('64%' '36%'),90%,2%,1%,7%,3%,&lt; 1%,3%,85%
sampson community college,Highway 24 West Clinton NC 28328-0318,(35.00622 -78.3122),$2830,$9742,108,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,1%,1%,18%,27%,2%,3%,49%
san antonio college,1819 N. Main Ave. San Antonio TX 78212-3941,(29.4462 -98.4942),$6450,$13980,1178,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,2%,7%,67%,&lt; 1%,3%,20%
san bernardino valley college,701 South Mount Vernon Avenue San Bernardino CA 92410-2798,(34.08893 -117.31384),$1362,$9146,646,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,5%,10%,68%,&lt; 1%,5%,11%
san diego christian college,200 Riverview Parkway Santee CA 92071,(32.84271 -116.97861),$47280,$47280,113,('53%' '55%' '47%'),2607,('68%' '32%'),10%,Co-ed,('65%' '35%'),60%,8%,3%,10%,32%,3%,11%,41%
san diego city college,1313 Park Boulevard San Diego CA 92101-4787,(32.71895 -117.15369),$1104,$8472,460,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,12%,9%,47%,1%,8%,24%
san diego mesa college,7250 Mesa College Dr San Diego CA 92111-4998,(32.80317 -117.16379),$1104,$8472,903,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
san diego miramar college,10440 Black Mountain Rd San Diego CA 92126-2999,(32.90918 -117.12416),$1104,$8472,456,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),74%,0%,20%,5%,31%,1%,10%,33%
san diego state university sdsu,5500 Campanile Dr San Diego CA 92182,(32.77216 -117.07305),$27466,$39346,5269,('38%' '39%' '34%'),67660,('59%' '41%'),21%,Co-ed,('60%' '40%'),89%,8%,14%,4%,33%,&lt; 1%,12%,36%
