Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
university of st thomas minnesota,2115 Summit Ave Saint Paul MN 55105,(44.94389 -93.19046),$60141,$60141,1349,('76%' '78%' '72%'),8654,('51%' '49%'),21%,Co-ed,('52%' '48%'),86%,3%,4%,3%,5%,&lt; 1%,6%,81%
university of st thomas texas,3800 Montrose Blvd Houston TX 77006,(29.73836 -95.39179),$41030,$41030,443,('98%' '99%' '97%'),1140,('61%' '39%'),39%,Co-ed,('60%' '40%'),82%,8%,12%,7%,48%,&lt; 1%,5%,27%
university of tampa,401 W Kennedy Blvd Tampa FL 33606,(27.94541 -82.46341),$42964,$42964,3102,('54%' '51%' '57%'),32904,('66%' '34%'),18%,Co-ed,('63%' '37%'),76%,10%,2%,6%,15%,&lt; 1%,11%,66%
university of tennessee,527 Andy Holt Tower Knoxville TN 37996,(35.95159 -83.93377),$25394,$43814,5948,('75%' '76%' '71%'),29909,('62%' '38%'),27%,Co-ed,('58%' '42%'),87%,2%,4%,7%,4%,&lt; 1%,6%,80%
university of tennessee chattanooga,615 McCallie Ave Chattanooga TN 37403,(35.04571 -85.30102),$19348,$35466,2074,('86%' '86%' '83%'),7593,('64%' '36%'),32%,Co-ed,('62%' '38%'),73%,2%,2%,11%,4%,&lt; 1%,5%,77%
university of tennessee martin,554 University Street Martin TN 38238,(36.34306 -88.86248),$16662,$22702,1042,('75%' '76%' '72%'),8704,('67%' '33%'),16%,Co-ed,('63%' '37%'),74%,2%,1%,14%,3%,&lt; 1%,2%,80%
university of texas at arlington ut arlington,701 S. Nedderman Dr. Arlington TX 76013,(32.72893 -97.11519),$22243,$39815,4579,('93%' '93%' '91%'),15498,('57%' '43%'),32%,Co-ed,('56%' '44%'),74%,3%,11%,16%,28%,&lt; 1%,6%,39%
university of texas at austin ut austin,110 Inner Campus Drive Austin TX 78712,(30.28664 -97.73939),$24520,$53764,9060,('29%' '32%' '24%'),66043,('52%' '48%'),48%,Co-ed,('59%' '41%'),95%,6%,22%,4%,24%,&lt; 1%,5%,44%
university of texas at dallas ut dallas,800 West Campbell  Road Richardson TX 75080,(32.97982 -96.75166),$26706,$51918,4042,('87%' '89%' '85%'),18838,('49%' '51%'),25%,Co-ed,('45%' '55%'),88%,4%,32%,6%,19%,&lt; 1%,7%,36%
university of texas at el paso utep,500 W. University Ave El Paso TX 79968,(31.77116 -106.50295),$19240,$34648,3076,('100%' '100%' '99%'),10153,('55%' '45%'),30%,Co-ed,('54%' '46%'),73%,6%,1%,3%,88%,&lt; 1%,1%,7%
university of texas at san antonio utsa,One UTSA Circle San Antonio TX 78249,(29.58508 -98.61738),$19622,$31919,5512,('90%' '92%' '87%'),21726,('59%' '41%'),28%,Co-ed,('55%' '45%'),73%,2%,6%,9%,56%,&lt; 1%,4%,24%
university of texas of the permian basin,4901 E University Odessa TX 79762,(31.88149 -102.32141),$20220,$32874,388,('65%' '63%' '65%'),1212,('46%' '54%'),49%,Co-ed,('46%' '54%'),68%,0%,4%,6%,44%,1%,5%,41%
university of the arts uarts,320 South Broad St Philadelphia PA 19102,(39.9459 -75.16502),$66160,$66160,269,('85%' '83%' '88%'),1293,('72%' '28%'),24%,Co-ed,('67%' '33%'),84%,4%,3%,18%,11%,&lt; 1%,9%,59%
university of the cumberlands,6191 College Station Drive Williamsburg KY 40769,(36.75143 -84.16138),$19175,$19175,613,('85%' '87%' '82%'),2177,('58%' '42%'),33%,Co-ed,('54%' '46%'),62%,3%,1%,4%,3%,&lt; 1%,36%,56%
university of the district of columbia,4200 Connecticut Ave NW Washington DC 20008,(38.94452 -77.0649),$6152,$13004,178,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,5%,2%,61%,18%,&lt; 1%,10%,8%
university of the incarnate word,4301 Broadway San Antonio TX 78209,(29.46617 -98.46364),$46222,$46222,966,('94%' '95%' '91%'),8999,('65%' '35%'),11%,Co-ed,('63%' '37%'),74%,6%,3%,8%,57%,&lt; 1%,10%,22%
university of the ozarks,415 N College Ave Clarksville AR 72830,(35.47599 -93.46719),$33950,$33950,201,('55%' '54%' '55%'),1915,('57%' '43%'),19%,Co-ed,('53%' '47%'),75%,20%,1%,10%,13%,1%,10%,65%
university of the pacific,3601 Pacific Ave Stockton CA 95211,(37.98136 -121.30784),$66422,$66422,781,('79%' '81%' '76%'),10901,('61%' '39%'),9%,Co-ed,('58%' '42%'),89%,8%,38%,4%,21%,&lt; 1%,11%,25%
university of the potomac washington dc campus,1401 H Street NW Washington DC 20005,(38.9002 -77.03213),$6660,$6660,72,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,23%,45%,23%,5%,&lt; 1%,11%,16%
university of the southwest,6610 North Lovington Hwy Hobbs NM 88240,(32.77427 -103.18747),$25010,$25010,116,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,2%,13%,36%,2%,7%,40%
university of the west,1409 Walnut Grove Ave Rosemead CA 91770,(34.04473 -118.08183),$22712,$22712,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),18%,48%,12%,2%,74%,1%,3%,9%
university of toledo,2801 W Bancroft Toledo OH 43606,(41.66313 -83.61048),$24398,$33758,2332,('97%' '96%' '96%'),9893,('57%' '43%'),24%,Co-ed,('55%' '45%'),76%,6%,2%,12%,6%,&lt; 1%,8%,72%
university of tulsa,800 South Tucker Drive Tulsa OK 74104,(36.14973 -95.94615),$58095,$58095,583,('75%' '76%' '73%'),5958,('59%' '41%'),13%,Co-ed,('54%' '46%'),88%,21%,7%,6%,8%,3%,6%,70%
university of utah,201 Presidents Circle ROOM 201 Salt Lake City UT 84112,(40.76522 -111.8495),$19555,$39007,5361,('95%' '96%' '93%'),18302,('49%' '51%'),31%,Co-ed,('49%' '51%'),89%,5%,6%,1%,13%,&lt; 1%,11%,68%
university of valley forge,1401 Charlestown Road Phoenixville PA 19460,(40.11829 -75.54284),$33794,$33794,123,('82%' '82%' '81%'),416,('47%' '53%'),36%,Co-ed,('56%' '44%'),74%,1%,1%,15%,15%,&lt; 1%,9%,58%
university of vermont uvm,85 S Prospect St Burlington VT 05405,(44.47785 -73.20055),$32326,$57214,2932,('64%' '67%' '55%'),25559,('64%' '36%'),18%,Co-ed,('67%' '33%'),87%,7%,3%,1%,5%,&lt; 1%,6%,84%
university of virginia college at wise,1 College Avenue Wise VA 24293,(36.97013 -82.56047),$22755,$42265,329,('83%' '85%' '80%'),1016,('54%' '46%'),39%,Co-ed,('57%' '43%'),72%,0%,1%,11%,2%,&lt; 1%,12%,74%
university of virginia uva,1827 University Avenue Charlottesville VA 22903,(38.0365 -78.50264),$31904,$66286,3889,('21%' '20%' '20%'),47971,('55%' '45%'),39%,Co-ed,('57%' '43%'),97%,5%,13%,7%,7%,&lt; 1%,14%,59%
university of washington,1400 NE Campus Parkway Seattle WA 98195,(47.65621 -122.31269),$26947,$54777,7252,('53%' '58%' '46%'),48840,('56%' '44%'),28%,Co-ed,('59%' '41%'),94%,13%,25%,3%,8%,&lt; 1%,21%,42%
university of washington bothell campus,18115 Campus Way NE Bothell WA 98011,(47.75897 -122.19084),$26104,$53934,900,('83%' '84%' '81%'),4423,('51%' '49%'),25%,Co-ed,('44%' '56%'),87%,10%,30%,7%,10%,&lt; 1%,9%,43%
university of washington tacoma campus,1900 Commerce St Tacoma WA 98402,(47.24609 -122.4386),$25390,$53220,628,('83%' '84%' '81%'),2233,('55%' '45%'),34%,Co-ed,('50%' '50%'),81%,4%,21%,9%,15%,1%,11%,43%
university of west alabama,Station One Livingston AL 35470,(32.584 -88.1867),$18584,$27684,351,('74%' '73%' '75%'),1539,('63%' '37%'),31%,Co-ed,('57%' '43%'),62%,4%,&lt; 1%,47%,2%,&lt; 1%,6%,44%
university of west florida uwf,11000 University Parkway Pensacola FL 32514,(30.54278 -87.21823),$17628,$30509,1159,('53%' '52%' '52%'),8660,('59%' '41%'),25%,Co-ed,('54%' '46%'),80%,3%,3%,13%,9%,1%,8%,66%
university of west georgia uwg,1601 Maple St Carrollton GA 30118,(33.57107 -85.09669),$17851,$28906,1545,('70%' '73%' '63%'),6590,('62%' '38%'),34%,Co-ed,('60%' '40%'),69%,1%,1%,37%,6%,&lt; 1%,5%,50%
university of wisconsin eau claire,105 Garfield Ave Eau Claire WI 54701,(44.79845 -91.50136),$17446,$25721,2253,('77%' '79%' '73%'),9420,('65%' '35%'),31%,Co-ed,('63%' '37%'),81%,3%,3%,1%,3%,&lt; 1%,3%,90%
university of wisconsin green bay,2420 Nicolet Dr Green Bay WI 54311,(44.53306 -87.92954),$15265,$23483,1208,('91%' '92%' '89%'),5486,('64%' '36%'),24%,Co-ed,('62%' '38%'),71%,2%,3%,2%,5%,1%,3%,86%
university of wisconsin la crosse,1725 State St La Crosse WI 54601,(43.8128 -91.23001),$15965,$24784,2217,('74%' '77%' '68%'),7067,('60%' '40%'),42%,Co-ed,('60%' '40%'),86%,1%,2%,1%,3%,&lt; 1%,3%,90%
university of wisconsin madison wisconsin,500 Lincoln Dr Madison WI 53706,(43.07403 -89.40346),$23268,$51156,8465,('60%' '64%' '56%'),53781,('51%' '49%'),26%,Co-ed,('55%' '45%'),95%,12%,7%,2%,6%,&lt; 1%,5%,80%
university of wisconsin milwaukee uwm,2200 E Kenwood Blvd Milwaukee WI 53211,(43.07552 -87.8821),$20342,$32207,3358,('89%' '89%' '88%'),14859,('59%' '41%'),25%,Co-ed,('54%' '46%'),73%,4%,7%,8%,11%,&lt; 1%,5%,69%
university of wisconsin oshkosh,800 Algoma Blvd Oshkosh WI 54901,(44.02625 -88.55169),$16491,$24064,1786,('90%' '91%' '87%'),8524,('60%' '40%'),23%,Co-ed,('57%' '43%'),78%,1%,4%,2%,5%,&lt; 1%,3%,86%
university of wisconsin parkside,900 Wood Rd Kenosha WI 53144,(42.64738 -87.8492),$15270,$23540,467,('75%' '76%' '72%'),2285,('59%' '41%'),27%,Co-ed,('62%' '38%'),71%,2%,4%,9%,16%,&lt; 1%,4%,66%
university of wisconsin platteville,1 University Plaza Platteville WI 53818,(42.73378 -90.49303),$15915,$24554,1265,('88%' '86%' '88%'),5156,('43%' '57%'),28%,Co-ed,('36%' '64%'),77%,1%,1%,2%,4%,&lt; 1%,2%,90%
university of wisconsin river falls,410 S 3rd St River Falls WI 54022,(44.85512 -92.62309),$15196,$22769,1016,('86%' '88%' '82%'),3933,('66%' '34%'),30%,Co-ed,('67%' '33%'),76%,2%,3%,2%,4%,&lt; 1%,3%,89%
university of wisconsin stevens point,2100 Main St Stevens Point WI 54481,(44.52347 -89.56888),$15971,$24675,1810,('90%' '91%' '88%'),8100,('62%' '38%'),25%,Co-ed,('56%' '44%'),73%,2%,3%,2%,4%,&lt; 1%,3%,88%
university of wisconsin stout,712 S. Broadway St. Menomonie WI 54751,(44.8763 -91.9297),$17005,$25272,1324,('91%' '91%' '91%'),4890,('47%' '53%'),30%,Co-ed,('41%' '59%'),70%,3%,4%,2%,3%,&lt; 1%,3%,88%
university of wisconsin superior,1605 Catlin Ave Superior WI 54880,(46.71951 -92.08749),$15067,$22640,341,('76%' '76%' '75%'),1805,('60%' '40%'),25%,Co-ed,('56%' '44%'),70%,10%,2%,2%,3%,2%,4%,88%
university of wisconsin whitewater,800 W Main St Whitewater WI 53190,(42.83495 -88.74386),$15480,$24352,2127,('83%' '83%' '82%'),8930,('53%' '47%'),29%,Co-ed,('46%' '54%'),82%,2%,2%,4%,6%,&lt; 1%,5%,83%
university of wyoming,Corner of Ninth and Ivinson Laramie WY 82071,(41.31212 -105.58264),$17421,$31971,1477,('97%' '97%' '96%'),5626,('50%' '50%'),27%,Co-ed,('50%' '50%'),78%,4%,1%,1%,8%,1%,16%,73%
upper iowa university,605 Washington St Fayette IA 52142,(42.83867 -91.80082),$43019,$43019,200,('65%' '63%' '65%'),1240,('37%' '63%'),25%,Co-ed,('30%' '70%'),71%,8%,2%,22%,6%,&lt; 1%,8%,61%
