,name,operating,admission rate,student size,demographics men,demographics women,cost tuition in_state,cost tuition out_of_state,cost attendance academic_year,cost attendance program_year,race_ethnicity white,race_ethnicity black,race_ethnicity hispanic,race_ethnicity asian,race_ethnicity aian,race_ethnicity nhpi,race_ethnicity unknown,SAT Average,ACT Average,earnings 1_yr_after_completion median,earnings 4_yrs_after_completion median,retention_rate four_year full_time,retention_rate lt_four_year full_time,retention_rate four_year part_time,retention_rate lt_four_year part_time,retention_rate four_year full_time_pooled,retention_rate lt_four_year full_time_pooled,retention_rate four_year part_time_pooled,retention_rate lt_four_year part_time_pooled,retention_rate cohort four_year full_time_pooled,retention_rate cohort lt_four_year full_time_pooled,retention_rate cohort four_year part_time_pooled,retention_rate cohort lt_four_year part_time_pooled,retention_rate pooled_yrs_used full_time,retention_rate pooled_yrs_used part_time,retention_rate_suppressed four_year full_time_pooled,retention_rate_suppressed lt_four_year full_time_pooled,retention_rate_suppressed four_year part_time_pooled,retention_rate_suppressed lt_four_year part_time_pooled,retention_rate overall full_time,program_percentage agriculture,program_percentage resources,program_percentage architecture,program_percentage ethnic_cultural_gender,program_percentage communication,program_percentage communications_technology,program_percentage computer,program_percentage personal_culinary,program_percentage education,program_percentage engineering,program_percentage engineering_technology,program_percentage language,program_percentage family_consumer_science,program_percentage legal,program_percentage english,program_percentage humanities,program_percentage library,program_percentage biological,program_percentage mathematics,program_percentage military,program_percentage multidiscipline,program_percentage parks_recreation_fitness,program_percentage philosophy_religious,program_percentage theology_religious_vocation,program_percentage physical_science,program_percentage science_technology,program_percentage psychology,program_percentage security_law_enforcement,program_percentage public_administration_social_service,program_percentage social_science,program_percentage construction,program_percentage mechanic_repair_technology,program_percentage precision_production,program_percentage transportation,program_percentage visual_performing,program_percentage health,program_percentage business_marketing,program_percentage history,assoc agriculture,assoc resources,assoc architecture,assoc ethnic_cultural_gender,assoc communication,assoc communications_technology,assoc computer,assoc personal_culinary,assoc education,assoc engineering,assoc engineering_technology,assoc language,assoc family_consumer_science,assoc legal,assoc english,assoc humanities,assoc library,assoc biological,assoc mathematics,assoc military,assoc multidiscipline,assoc parks_recreation_fitness,assoc philosophy_religious,assoc theology_religious_vocation,assoc physical_science,assoc science_technology,assoc psychology,assoc security_law_enforcement,assoc public_administration_social_service,assoc social_science,assoc construction,assoc mechanic_repair_technology,assoc precision_production,assoc transportation,assoc visual_performing,assoc health,assoc business_marketing,assoc history,address,lat,lon
1728,Eastern New Mexico University Ruidoso Branch Community College,1,,345.0,0.4087,0.5913,1372.0,2644.0,11506.0,,0.4174,0.0319,0.2696,0.0145,0.1594,0.0,0.0261,,,38012.0,40214.0,,0.359,,0.25,,0.3333,,0.3333,,93.0,,36.0,2.0,2.0,,0.3333,,0.3333,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.1266,0.0,0.0,0.0,0.0,0.0,0.1519,0.0,0.0,0.3291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0633,0.0633,0.0,0.0,0.0,0.0,0.0,0.0,0.1772,0.0759,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,709 Mechem Dr,33.346376,-105.677273
1729,Eastern New Mexico University-Main Campus,1,0.325,2861.0,0.3925,0.6075,6648.0,8688.0,14319.0,,0.3876,0.0626,0.4324,0.0108,0.0182,0.0063,0.0301,1002.0,19.0,38012.0,40214.0,0.5939,,0.0909,,0.6035,,0.3939,,976.0,,33.0,,2.0,4.0,0.6035,,0.3939,,0.5939,0.0154,0.0144,0.0,0.0,0.0123,0.0,0.0103,0.0051,0.0586,0.0,0.0113,0.0031,0.0031,0.0,0.0051,0.3967,0.0,0.0277,0.0051,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.037,0.0432,0.0,0.0349,0.0,0.0,0.0,0.0401,0.0432,0.1264,0.1007,0.0051,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,"ENMU Station 2, 1500 S Ave K",34.175592,-103.34819
1730,Eastern New Mexico University-Roswell Campus,1,,1169.0,0.373,0.627,2256.0,5616.0,11654.0,,0.3302,0.0282,0.5817,0.0145,0.0068,0.0,0.0171,,,38012.0,40214.0,,0.4784,,0.3944,,0.4585,,0.3786,,554.0,,140.0,2.0,2.0,,0.4585,,0.3786,0.4784,0.0386,0.0,0.0,0.0,0.0,0.0,0.0055,0.0193,0.0441,0.0,0.0248,0.0,0.0138,0.0,0.0,0.0909,0.0,0.0138,0.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0275,0.0331,0.0055,0.0,0.135,0.0579,0.0,0.0248,0.3664,0.0964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,52 University Blvd,33.313167,-104.525718
1731,Eastern Oklahoma County Technology Center,1,,111.0,0.7928,0.2072,,,,11750.0,0.7477,0.009,0.0721,0.0,0.045,0.0,0.018,,,35684.0,44490.0,,0.7222,,0.5278,,0.7143,,0.5077,,70.0,,65.0,2.0,2.0,,0.7143,,0.5077,0.7222,0.0,0.0,0.0,0.0,0.0,0.0561,0.0093,0.0,0.0125,0.0654,0.0,0.0,0.0312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2212,0.0,0.0,0.1028,0.0903,0.0312,0.0,0.0935,0.2586,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4601 N Choctaw Rd,35.516891,-97.266991
1732,Eastern Oklahoma State College,1,,1003.0,0.331,0.669,4767.0,8384.0,12008.0,,0.5823,0.0528,0.0638,0.007,0.2662,0.0,0.0229,,,33941.0,35181.0,,0.5625,,0.2917,,0.5526,,0.3628,,494.0,,113.0,2.0,2.0,,0.5526,,0.3628,0.5625,0.146,0.0044,0.0,0.0,0.0133,0.0,0.0088,0.0088,0.0354,0.0,0.0,0.0,0.0265,0.0,0.0044,0.323,0.0,0.0885,0.0044,0.0,0.0354,0.0,0.0,0.0,0.0044,0.0,0.031,0.0354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1637,0.0664,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1301 W Main St,34.914079,-95.328995
1733,Eastern Oregon University,1,0.9768,2397.0,0.4072,0.5928,9696.0,22386.0,22974.0,,0.6838,0.0229,0.1385,0.0125,0.0209,0.0284,0.0463,,,38311.0,46037.0,0.6453,,0.2308,,0.6734,,0.1818,,600.0,,33.0,,2.0,2.0,0.6734,,0.1818,,0.6453,0.0,0.0,0.0,0.0,0.0368,0.0,0.0191,0.0,0.2651,0.0,0.0,0.0,0.0,0.0,0.0339,0.0088,0.0,0.0206,0.0074,0.0,0.0781,0.1016,0.0,0.0,0.0118,0.0,0.053,0.0574,0.0,0.0412,0.0,0.0,0.0,0.0,0.0177,0.0088,0.2121,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,One University Blvd,45.319795,-118.092495
1734,Eastern School of Acupuncture and Traditional Medicine,1,,12.0,0.5,0.5,,,,,0.1667,0.0,0.0833,0.6667,0.0,0.0,0.0833,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"440 Franklin Street, Suite 500",40.79361,-74.19716
1735,Eastern Shore Community College,1,,393.0,0.3537,0.6463,4800.0,10803.0,10612.0,,0.3435,0.4275,0.1476,0.0076,0.0025,0.0076,0.0356,,,27659.0,27663.0,,0.6232,,0.3016,,0.6116,,0.3356,,121.0,,152.0,2.0,2.0,,0.6116,,0.3356,0.6232,0.0,0.0,0.0,0.0,0.0,0.0,0.0118,0.0,0.0,0.0,0.0118,0.0,0.1647,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0353,0.0471,0.0,0.0,0.2706,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,29316 Lankford Hwy,37.639652,-75.751129
1736,Eastern Suffolk BOCES,1,0.7667,266.0,0.1053,0.8947,,,,22159.0,0.2895,0.391,0.203,0.0188,0.0113,0.0038,0.0789,,,48911.0,51389.0,,0.7414,,0.4783,,0.735,,0.6744,,117.0,,43.0,2.0,2.0,,0.735,,0.6744,0.7414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100 Second Avenue,40.777958,-73.237805
1737,Eastern University,1,0.687,1665.0,0.3291,0.6709,35590.0,35590.0,49556.0,,0.4468,0.2162,0.1532,0.0222,0.0012,0.0012,0.0751,,,39169.0,46421.0,0.7387,,0.4,,0.7782,,0.5,,577.0,,36.0,,2.0,4.0,0.7782,,0.5,,0.7387,0.0,0.0093,0.0,0.0,0.0303,0.0,0.0023,0.0,0.1492,0.0,0.0,0.0,0.0186,0.0,0.0233,0.1235,0.0,0.0466,0.0326,0.0,0.0023,0.021,0.0047,0.0303,0.0,0.0,0.0676,0.0326,0.0396,0.0233,0.0,0.0,0.0,0.0,0.0373,0.1469,0.1492,0.0093,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1300 Eagle Rd,40.050448,-75.370316
1738,Eastern Virginia Career College,1,0.5294,117.0,0.0427,0.9573,,,,,0.3419,0.4017,0.0855,0.0513,0.0,0.0,0.0256,,,44966.0,32180.0,,0.8889,,0.8571,,0.9315,,0.8438,,73.0,,32.0,4.0,4.0,,0.9315,,0.8438,0.8889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"10304 Spotsylvania Ave, Suite 400",38.24116,-77.495581
1739,Eastern Virginia Medical School,1,,,,,,,,,,,,,,,,,,59769.0,95704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735 Fairfax Avenue,36.860042,-76.302131
1740,Eastern Washington University,1,0.9707,7589.0,0.43,0.57,7922.0,25748.0,21565.0,,0.587,0.0365,0.1923,0.0282,0.0113,0.0058,0.0544,,,38555.0,50711.0,0.6685,,0.3611,,0.6906,,0.3571,,3281.0,,70.0,,2.0,2.0,0.6906,,0.3571,,0.6685,0.0,0.0099,0.0041,0.0053,0.0456,0.0,0.0542,0.0,0.0924,0.0456,0.0378,0.0082,0.0209,0.0,0.014,0.0016,0.0,0.0916,0.0045,0.0,0.0448,0.0103,0.0062,0.0,0.0099,0.0,0.0899,0.0,0.023,0.0756,0.0,0.0,0.0,0.0,0.0382,0.0813,0.1791,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526 5th Street,47.490667,-117.583808
1741,Eastern West Virginia Community and Technical College,1,,187.0,0.2193,0.7807,3888.0,8640.0,13512.0,,0.9251,0.0267,0.0,0.0,0.0053,0.0,0.0,,,35570.0,32720.0,,0.625,,0.5,,0.5322,,0.4103,,62.0,,39.0,2.0,4.0,,0.5322,,0.4103,0.625,0.0,0.0349,0.0,0.0,0.0,0.0,0.0,0.0,0.0465,0.0,0.2326,0.0,0.0233,0.0,0.0,0.2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349,0.0,0.0,0.0,0.0,0.0,0.0465,0.0,0.0,0.0,0.0465,0.314,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,316 Eastern Drive,39.075562,-78.932546
1742,Eastern Wyoming College,1,,498.0,0.3996,0.6004,4290.0,10590.0,14058.0,,0.7631,0.0181,0.0904,0.002,0.0141,0.0,0.0,,,26976.0,33842.0,,0.6606,,0.4211,,0.6336,,0.4545,,363.0,,44.0,2.0,2.0,,0.6336,,0.4545,0.6606,0.16,0.0,0.0,0.0,0.0044,0.0,0.0,0.0978,0.04,0.0,0.0,0.0,0.0,0.0,0.0044,0.1733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.0089,0.0578,0.0,0.0356,0.24,0.0,0.0089,0.0756,0.0756,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,3200 West C St,42.079354,-104.190823
1743,Eastland-Fairfield Career and Technical Schools,1,,86.0,0.6744,0.3256,,,,15661.0,0.7674,0.1395,0.0349,0.0233,0.0,0.0,0.0,,,30777.0,37626.0,,0.7018,,,,0.6979,,,,96.0,,,2.0,,,0.6979,,,0.7018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3882,0.0,0.0,0.0,0.2353,0.1529,0.0,0.0,0.1059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4300 Amalgamated Place,39.88667,-82.884305
1744,Eastwick College-Hackensack,1,,507.0,0.0454,0.9546,17424.0,17424.0,36978.0,,0.5404,0.14,0.2742,0.0256,0.0059,0.0079,0.0,,,30652.0,37031.0,,0.5377,,0.7143,,0.594,,0.5833,,234.0,,36.0,2.0,4.0,,0.594,,0.5833,0.5377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6215,0.3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,250 Moore Street,40.885847,-74.040491
1745,Eastwick College-Nutley,1,,435.0,0.292,0.708,15327.0,15327.0,25328.0,,0.2667,0.1609,0.508,0.0391,0.0046,0.0069,0.0,,,32141.0,36080.0,,0.575,,0.6111,,0.623,,0.6479,,244.0,,71.0,2.0,2.0,,0.623,,0.6479,0.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0802,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0856,0.0,0.0,0.0,0.631,0.0642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,103 Park Ave,40.810742,-74.144192
1746,Eastwick College-Ramsey,1,,678.0,0.1431,0.8569,17166.0,17166.0,36949.0,,0.382,0.1962,0.3289,0.0693,0.0044,0.0059,0.0,,,42498.0,55413.0,0.6197,,0.7333,,0.6525,,0.7636,,141.0,,55.0,,2.0,2.0,0.6525,,0.7636,,0.6197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10 South Franklin Turnpike,41.057866,-74.131486
1747,Ecclesia College,1,0.6735,144.0,0.6111,0.3889,15950.0,15950.0,28210.0,,0.5139,0.0972,0.2778,0.0208,0.0347,0.0069,0.0,,,25984.0,,0.5429,,,,0.4929,,0.7143,,71.0,,7.0,,2.0,4.0,0.4929,,,,0.5429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143,0.0,0.0,0.0,0.0,0.0,0.1905,0.0,0.381,0.0,0.0,0.0476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9653 Nations Dr,36.2141,-94.236643
1748,Eckerd College,1,0.7038,2026.0,0.3036,0.6964,47704.0,47704.0,64688.0,,0.7621,0.0271,0.0923,0.0247,0.0025,0.001,0.001,,,25012.0,41504.0,0.8066,,,,0.8021,,0.0,,1021.0,,8.0,,2.0,4.0,0.8021,,,,0.8066,0.0,0.1182,0.0,0.0142,0.0307,0.0,0.0165,0.0,0.0,0.0024,0.0,0.0095,0.0,0.0,0.0284,0.0047,0.0,0.3357,0.0071,0.0,0.0095,0.0,0.0189,0.0,0.0213,0.0,0.13,0.0,0.0,0.0804,0.0,0.0,0.0,0.0,0.0709,0.0024,0.0827,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4200 54th Ave S,27.715798,-82.687043
1749,ECPI University,1,0.8247,12022.0,0.3887,0.6113,17479.0,17479.0,27216.0,,0.3733,0.3875,0.1169,0.0329,0.0055,0.0042,0.0307,,,39593.0,43451.0,0.4345,,,,0.4868,,,,756.0,,,,2.0,,0.4868,,,,0.4345,0.0,0.0,0.0,0.0,0.0,0.0,0.2196,0.0351,0.0,0.0,0.0784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5796,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5555 Greenwich Rd,36.842526,-76.178773
1750,ECPI University - Culinary Institute of Virginia - Newport News,0,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,ECPI University - Orlando,1,,,,,21825.0,21825.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,ECPI University - Roanoke,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,ECPI University - San Antonio,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,ECPI University-Charleston,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,ECPI University-Charlotte,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,ECPI University-Columbia,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,ECPI University-Culinary Institute of Virginia,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,ECPI University-Greensboro,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,ECPI University-Greenville,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,ECPI University-Innsbrook,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,ECPI University-Manassas,1,,,,,17959.0,17959.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,ECPI University-Newport News,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,ECPI University-Raleigh,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,ECPI University-Richmond South,1,,,,,17479.0,17479.0,,,,,,,,,,,,39593.0,43451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
