,name,operating,admission rate,student size,demographics men,demographics women,cost tuition in_state,cost tuition out_of_state,cost attendance academic_year,cost attendance program_year,race_ethnicity white,race_ethnicity black,race_ethnicity hispanic,race_ethnicity asian,race_ethnicity aian,race_ethnicity nhpi,race_ethnicity unknown,SAT Average,ACT Average,earnings 1_yr_after_completion median,earnings 4_yrs_after_completion median,retention_rate four_year full_time,retention_rate lt_four_year full_time,retention_rate four_year part_time,retention_rate lt_four_year part_time,retention_rate four_year full_time_pooled,retention_rate lt_four_year full_time_pooled,retention_rate four_year part_time_pooled,retention_rate lt_four_year part_time_pooled,retention_rate cohort four_year full_time_pooled,retention_rate cohort lt_four_year full_time_pooled,retention_rate cohort four_year part_time_pooled,retention_rate cohort lt_four_year part_time_pooled,retention_rate pooled_yrs_used full_time,retention_rate pooled_yrs_used part_time,retention_rate_suppressed four_year full_time_pooled,retention_rate_suppressed lt_four_year full_time_pooled,retention_rate_suppressed four_year part_time_pooled,retention_rate_suppressed lt_four_year part_time_pooled,retention_rate overall full_time,program_percentage agriculture,program_percentage resources,program_percentage architecture,program_percentage ethnic_cultural_gender,program_percentage communication,program_percentage communications_technology,program_percentage computer,program_percentage personal_culinary,program_percentage education,program_percentage engineering,program_percentage engineering_technology,program_percentage language,program_percentage family_consumer_science,program_percentage legal,program_percentage english,program_percentage humanities,program_percentage library,program_percentage biological,program_percentage mathematics,program_percentage military,program_percentage multidiscipline,program_percentage parks_recreation_fitness,program_percentage philosophy_religious,program_percentage theology_religious_vocation,program_percentage physical_science,program_percentage science_technology,program_percentage psychology,program_percentage security_law_enforcement,program_percentage public_administration_social_service,program_percentage social_science,program_percentage construction,program_percentage mechanic_repair_technology,program_percentage precision_production,program_percentage transportation,program_percentage visual_performing,program_percentage health,program_percentage business_marketing,program_percentage history,assoc agriculture,assoc resources,assoc architecture,assoc ethnic_cultural_gender,assoc communication,assoc communications_technology,assoc computer,assoc personal_culinary,assoc education,assoc engineering,assoc engineering_technology,assoc language,assoc family_consumer_science,assoc legal,assoc english,assoc humanities,assoc library,assoc biological,assoc mathematics,assoc military,assoc multidiscipline,assoc parks_recreation_fitness,assoc philosophy_religious,assoc theology_religious_vocation,assoc physical_science,assoc science_technology,assoc psychology,assoc security_law_enforcement,assoc public_administration_social_service,assoc social_science,assoc construction,assoc mechanic_repair_technology,assoc precision_production,assoc transportation,assoc visual_performing,assoc health,assoc business_marketing,assoc history,address,lat,lon
5359,Texas Southern University,1,0.6305,5726.0,0.3578,0.6422,9173.0,21413.0,23898.0,,0.0086,0.8379,0.0831,0.0119,0.0007,0.0007,0.0009,919.0,17.0,33515.0,44833.0,0.6818,,0.1977,,0.5623,,0.1623,,2008.0,,191.0,,2.0,2.0,0.5623,,0.1623,,0.6818,0.0,0.0,0.0,0.0,0.0851,0.0,0.0248,0.0,0.0,0.0722,0.0269,0.0022,0.0129,0.0,0.0075,0.0841,0.0,0.0787,0.0054,0.0,0.0194,0.0291,0.0,0.0,0.0183,0.0,0.0528,0.0593,0.0323,0.0216,0.0,0.0,0.0,0.0108,0.0172,0.139,0.1929,0.0075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100 Cleburne St,29.721046,-95.361113
5360,Texas Southmost College,1,,3865.0,0.4248,0.5752,3148.0,4948.0,10218.0,,0.0274,0.001,0.9527,0.0041,0.0013,0.0,0.0116,,,27969.0,41936.0,,0.4743,,0.7043,,0.5222,,0.5942,,1482.0,,1030.0,2.0,2.0,,0.5222,,0.5942,0.4743,0.0,0.0,0.0122,0.0,0.0,0.0,0.0112,0.0,0.0904,0.0,0.003,0.0,0.0163,0.0163,0.0,0.3293,0.0,0.0,0.0,0.0,0.0224,0.0,0.0,0.0,0.0,0.0,0.0,0.1992,0.0478,0.0,0.0325,0.0295,0.0,0.0,0.0163,0.0976,0.0762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,80 Fort Brown,25.899628,-97.492241
5361,Texas State Technical College,1,,8747.0,0.6943,0.3057,6950.0,11369.0,18182.0,,0.2788,0.0479,0.5633,0.0059,0.0025,0.0008,0.092,,,38538.0,41878.0,,0.564,,0.4392,,0.6364,,0.5359,,3141.0,,1435.0,2.0,2.0,,0.6364,,0.5359,0.564,0.0018,0.0,0.0043,0.0,0.0,0.0022,0.0606,0.0154,0.024,0.0025,0.1979,0.0,0.0,0.0,0.0,0.0369,0.0,0.0333,0.0007,0.0,0.0,0.0,0.0,0.0,0.0007,0.0075,0.0,0.0,0.0,0.0,0.1126,0.1657,0.1671,0.0079,0.0125,0.1276,0.0186,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,3801 Campus Drive,31.639295,-97.08471
5362,Texas State University,1,0.6999,33175.0,0.4037,0.5963,11135.0,22559.0,25449.0,,0.4097,0.096,0.415,0.0259,0.0023,0.0012,0.0067,1088.0,22.0,39578.0,51154.0,0.7698,,0.5465,,0.7689,,0.5503,,11540.0,,676.0,,2.0,2.0,0.7689,,0.5503,,0.7698,0.0162,0.0099,0.0019,0.0,0.0951,0.0016,0.0471,0.0,0.0237,0.0184,0.0226,0.0054,0.0263,0.0,0.022,0.0274,0.0,0.046,0.0075,0.0,0.0562,0.0741,0.0022,0.0,0.0067,0.0,0.0678,0.0447,0.02,0.0528,0.0,0.0,0.0,0.0,0.0626,0.0576,0.1704,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601 University Dr,29.888885,-97.943029
5363,Texas Tech University,1,0.6786,32414.0,0.5114,0.4886,11852.0,24122.0,24618.0,,0.5499,0.0603,0.2902,0.0307,0.0031,0.0006,0.0072,1209.0,26.0,44926.0,55135.0,0.851,,0.5714,,0.8626,,0.6009,,12387.0,,238.0,,2.0,2.0,0.8626,,0.6009,,0.851,0.0547,0.0105,0.0202,0.0,0.0954,0.0,0.0459,0.0,0.0495,0.1103,0.0076,0.0063,0.0772,0.0,0.0072,0.0295,0.0,0.0925,0.0144,0.0,0.04,0.0123,0.0021,0.0,0.0145,0.0,0.0513,0.0,0.0034,0.0432,0.0,0.0,0.0,0.0,0.0292,0.0037,0.1669,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Broadway and University Avenue,33.583448,-101.874783
5364,Texas Tech University Health Sciences Center,1,,1468.0,0.1274,0.8726,,,,,0.5402,0.0811,0.2922,0.0606,0.0143,0.0,0.0075,,,68158.0,74919.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3601 4th Street,33.589284,-101.891915
5365,Texas Tech University Health Sciences Center-El Paso,1,,266.0,0.1767,0.8233,,,,,0.1015,0.0338,0.8008,0.0301,0.0075,0.0,0.0226,,,,,,,,,,,,,0.0,,,,4.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5001 El Paso Drive,31.771891,-106.43122
5366,Texas Wesleyan University,1,0.5753,1454.0,0.4519,0.5481,34412.0,34412.0,47527.0,,0.2503,0.2008,0.3817,0.0138,0.0055,0.0034,0.0124,1012.0,19.0,36556.0,46426.0,0.6091,,,,0.6252,,,,571.0,,,,2.0,,0.6252,,,,0.6091,0.0,0.0,0.0,0.0,0.0311,0.0,0.0466,0.0,0.0963,0.0,0.0,0.0124,0.0,0.0311,0.0155,0.0,0.0,0.0714,0.0,0.0,0.1211,0.028,0.0031,0.0,0.0031,0.0,0.087,0.0621,0.0,0.0497,0.0,0.0,0.0,0.0,0.0559,0.0124,0.2578,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201 Wesleyan St,32.732962,-97.279613
5367,Texas Woman's University,1,0.957,9035.0,0.0882,0.9118,8394.0,18186.0,19976.0,,0.3123,0.1825,0.3422,0.095,0.003,0.0007,0.004,1060.0,21.0,49716.0,53815.0,0.7156,,0.5,,0.7469,,0.5469,,2367.0,,64.0,,2.0,2.0,0.7469,,0.5469,,0.7156,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0046,0.0443,0.0,0.0,0.0,0.0573,0.0,0.0117,0.1066,0.0,0.0443,0.0084,0.0,0.0318,0.0552,0.0,0.0,0.0008,0.0,0.056,0.013,0.0238,0.036,0.0,0.0,0.0,0.0,0.0381,0.3153,0.1297,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304 Administration Dr,33.226211,-97.127842
5368,Textures Institute of Cosmetology,1,,25.0,0.0,1.0,,,,,0.0,0.96,0.04,0.0,0.0,0.0,0.0,,,,,,0.0,,0.8182,,0.6154,,0.75,,13.0,,36.0,4.0,4.0,,,,0.75,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8325 North Michigan Road,39.906649,-86.218117
5369,Thaddeus Stevens College of Technology,1,0.8878,1175.0,0.8979,0.1021,8400.0,8400.0,14869.0,,0.703,0.0928,0.1396,0.0162,0.0017,0.0017,0.0,,,40249.0,50499.0,,0.7362,,,,0.7008,,,,1063.0,,0.0,2.0,4.0,,0.7008,,,0.7362,0.0,0.0,0.0354,0.0,0.0,0.0442,0.0354,0.0,0.0,0.0863,0.1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1991,0.2788,0.1925,0.0,0.0,0.0,0.0221,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,750 E King St,40.037951,-76.288718
5370,Thanh Le College School of Cosmetology,1,,66.0,0.1515,0.8485,,,,,0.0,0.0,0.1212,0.7576,0.1212,0.0,0.0,,,9377.0,15635.0,,0.0,,,,0.7368,,1.0,,19.0,,3.0,4.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12875 chapman ave,33.789713,-117.908306
5371,The  Beauty Institute,1,,39.0,0.0256,0.9744,,,,18949.0,0.2564,0.2308,0.3333,0.0,0.0,0.0,0.0769,,,14535.0,17899.0,,0.75,,,,0.7428,,,,35.0,,,2.0,,,0.7428,,,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153 Lehigh Valley Mall,40.631236,-75.481024
5372,The  Salon Professional Academy of Holland,1,,63.0,0.0159,0.9841,,,,16446.0,0.7937,0.0317,0.0794,0.0794,0.0,0.0,0.0159,,,,,,1.0,,,,1.0,,,,9.0,,0.0,4.0,4.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975 West Shore Drive,42.822173,-86.090522
5373,The Academy of Hair Design LLC,1,,65.0,0.0154,0.9846,,,,18720.0,0.7692,0.0308,0.0154,0.0,0.0615,0.0,0.0154,,,15103.0,12889.0,,0.75,,,,0.7419,,,,31.0,,,4.0,,,0.7419,,,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2501 W Memorial Rd Suite 229,35.612955,-97.557189
5374,The Academy of Hair Design Six,1,,63.0,0.0,1.0,,,,22935.0,0.2063,0.746,0.0476,0.0,0.0,0.0,0.0,,,13529.0,14397.0,,1.0,,1.0,,1.0,,1.0,,11.0,,5.0,4.0,4.0,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5912 US Hwy 49,31.310341,-89.31781
5375,The Ailey School,1,0.6809,35.0,0.1714,0.8286,13789.0,13789.0,,,0.0571,0.1429,0.0286,0.0571,0.0,0.0,0.0571,,,12525.0,19857.0,,,,,,0.3143,,,,35.0,,,2.0,,,0.3143,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405 W 55th Street,40.766921,-73.986891
5376,The Art Institute of Atlanta,1,,580.0,0.4983,0.5017,19354.0,19354.0,38844.0,,0.0914,0.6707,0.1069,0.0052,0.0086,0.0086,0.069,,,21730.0,31456.0,0.1667,,0.3667,,0.3378,,0.4576,,74.0,,59.0,,2.0,2.0,0.3378,,0.4576,,0.1667,0.0,0.0,0.0,0.0,0.0,0.1128,0.1203,0.2406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406,0.0,0.1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"6600 Peachtree Dunwoody Rd., N.E., 100 Embassy Row",33.936024,-84.355252
5377,The Art Institute of Austin,1,,127.0,0.5748,0.4252,19354.0,19354.0,42369.0,,0.3622,0.2283,0.3622,0.0157,0.0,0.0079,0.0157,,,23987.0,33255.0,0.36,,0.25,,0.4,,0.2885,,55.0,,52.0,,2.0,4.0,0.4,,0.2885,,0.36,0.0,0.0,0.0,0.0,0.0,0.1111,0.1429,0.0952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5873,0.0,0.0635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1204 Chestnut St.,30.110905,-97.313486
5378,The Art Institute of Houston,1,,380.0,0.4447,0.5553,19354.0,19354.0,36447.0,,0.2026,0.3789,0.2816,0.0395,0.0,0.0,0.0368,,,23987.0,33255.0,0.3214,,0.25,,0.4151,,0.3059,,106.0,,85.0,,2.0,2.0,0.4151,,0.3059,,0.3214,0.0,0.0,0.0,0.0,0.0,0.033,0.022,0.2967,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4140 Southwest Freeway,29.73025,-95.445766
5379,The Art Institute of San Antonio,1,,242.0,0.4876,0.5124,19354.0,19354.0,35939.0,,0.2521,0.1983,0.4628,0.0083,0.0083,0.0,0.0289,,,23987.0,33255.0,0.3462,,0.1,,0.5122,,0.3373,,82.0,,83.0,,2.0,4.0,0.5122,,0.3373,,0.3462,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.274,0.0,0.0,0.0137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5205,0.0,0.0548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10000 IH-10 W Ste 200,29.532925,-98.56556
5380,The Art Institute of Virginia Beach,1,,117.0,0.4359,0.5641,19354.0,19354.0,35220.0,,0.3333,0.5214,0.0684,0.0171,0.0,0.0,0.0427,,,21730.0,31456.0,0.5,,0.5,,0.6883,,0.6,,77.0,,35.0,,4.0,4.0,0.6883,,0.6,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1724,0.3103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4828,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Two Columbus Center, 4500 Main St Ste 100",36.842383,-76.131737
5381,The Baptist College of Florida,1,1.0,252.0,0.5119,0.4881,12150.0,12150.0,19623.0,,0.7817,0.0635,0.0278,0.0238,0.004,0.0,0.0833,1015.0,20.0,26990.0,32745.0,0.9167,,0.0,,0.8409,,0.5556,,44.0,,9.0,,2.0,4.0,0.8409,,,,0.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1186,0.0,0.0,0.0,0.0,0.0,0.0169,0.1017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3729,0.0,0.0,0.1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1356,0.0,0.0847,0.0169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5400 College Dr,30.962708,-85.503931
5382,The Barber School,1,,145.0,0.7655,0.2345,,,,24092.0,0.3103,0.069,0.4069,0.0069,0.0345,0.0414,0.0552,,,21225.0,21518.0,,0.5882,,,,0.5938,,0.9355,,32.0,,62.0,2.0,4.0,,0.5938,,0.9355,0.5882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16 West 7200 South,40.621415,-111.891446
5383,The Beauty Institute,1,,31.0,0.0323,0.9677,,,,22062.0,0.2903,0.3226,0.2581,0.0,0.0,0.0,0.0645,,,13911.0,18436.0,,0.7895,,,,0.775,,,,40.0,,,2.0,,,0.775,,,0.7895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344 Stroud Mall Road Suite 308,40.989612,-75.223872
5384,The Beauty Institute-Ambler,1,,137.0,0.0146,0.9854,,,,20084.0,0.2774,0.3942,0.146,0.0292,0.0,0.0,0.0657,,,14563.0,18135.0,,0.75,,0.75,,0.74,,0.7619,,100.0,,21.0,2.0,4.0,,0.74,,,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50 E. Butler Pike,40.154233,-75.222204
